Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address,google_type,google_latitude,google_longitude
1271,Canyon Meadows Pool And Fitness Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"89 CANOVA ROAD SW, CALGARY, AB",ROOFTOP,50.9483676,-114.0898111
1273,9Round Aspen Landing,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"306 ASPEN GLEN, LANDNG SW STE 128, CALGARY, AB",ROOFTOP,51.038852,-114.207428
1274,9Round Shepard,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"5272 130 AVE SE, CALGARY, AB",ROOFTOP,50.9309361,-113.9589637
1275,Olympic Oval,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,"288 COLLEGIATE BLVD NW, CALGARY, AB",ROOFTOP,51.077411,-114.1347353
1278,Hamptons Community Association ,Leisure / Community Centres,General,Indoor,Public,1.0,"16 HAMPSTEAD CLOSE NW, CALGARY, AB",ROOFTOP,51.1406879,-114.1500415
1279,Springbank Park for All Seasons,Ice,2+ surfaces,Both,Public,,"32224A SPRINGBANK ROAD, CALGARY, AB",ROOFTOP,51.0678875,-114.3478626
1282,Ron Ebbesen Arena,Ice,2+ surfaces,Indoor,Public,,"200 EAST LAKE CRESCEN, AIRDRIE, AB",ROOFTOP,51.2849432,-113.999147
1283,Plainsmen Arena,Ice,Single surface,Indoor,Public,,"320 CENTRE AVENUE E, AIRDRIE, AB",ROOFTOP,51.2916544,-114.0073294
1284,Genesis Place Twin Arena,Ice,2+ surfaces,Indoor,Public,,"800 EAST LAKE BLVD NE , AIRDRIE, AB",ROOFTOP,51.2845787,-113.9944165
1285,Genesis Place,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"800 EAST LAKE BLVD NE , AIRDRIE, AB",ROOFTOP,51.2845787,-113.9944165
1289,Airdrie Curling Club,Ice,Curling,Indoor,Public,,"275 JENSEN DR NE, AIRDRIE, AB, AIRDRIE, AB",ROOFTOP,51.2972946,-114.005548
1290,The Little Gym of Airdrie,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"505 MAIN STREET SW SUITE 313, AIRDRIE, AB",ROOFTOP,51.2886634,-114.0150972
1293,Recreation Centre Field,Ice,Single surface,Indoor,Public,,"1900 8 AVE, CANMORE , AB",GEOMETRIC_CENTER,51.0998649,-115.3643709
1295,Canmore Golf & Curling Club,Ice,Curling,Indoor,Public,,"2000 8 AVE, CANMORE , AB",ROOFTOP,51.1005362,-115.3657877
1296,Elevation Place,Aquatics,25m pool with or without other pools,Indoor,Public,,"700 RAILWAY AVE #100, CANMORE , AB",,0.0,0.0
1299,Gym 4031,Leisure / Community Centres,General,Indoor,Public,,"292120 WAGON WHEEL BLVD. , ROCKY VIEW COUNTY, AB",ROOFTOP,51.2114128,-113.9677304
1304,Spray Lake Sawmills Family Sports Centre,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"800 GRIFFIN ROAD EAST, COCHRANE, AB",ROOFTOP,51.1760076,-114.4542081
1310,SENIORS ON THE BOW CENTRE,Leisure / Community Centres,Seniors,Indoor,Public,,"800 GRIFFIN ROAD EAST, COCHRANE, AB",ROOFTOP,51.1760076,-114.4542081
1311,Cochrane Arena,Ice,Single surface,Indoor,Public,1.0,"609 4 AVE N, COCHRANE, AB",ROOFTOP,51.1988873,-114.4728486
1315,Cochrane Health & Fitness Club,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1.0,"118 1 AVENUE UPPER LEVEL, COCHRANE, AB",ROOFTOP,51.1903734,-114.4671844
1316,Community Yoga Cochrane,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1.0,"123 2 AVE W #5, COCHRANE, AB",,0.0,0.0
1318,Chestermere Regional Community Association,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"201 WEST CHESTERMERE DRIVE, CHESTERMERE, AB",ROOFTOP,51.0475753,-113.8237565
1324,Crossfield and District Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"900 MOUNTAIN AVENUE, CROSSFIELD, AB",ROOFTOP,51.4338777,-114.0256894
1325,Curling Club,Ice,Curling,Indoor,Public,1.0,"1120 OSLER AVE, CROSSFIELD, AB",ROOFTOP,51.43016009999999,-114.0309133
1326,Pete Knight Memorial Arena,Ice,Single surface,Indoor,Public,1.0,"920 MOUNTAIN AVE, CROSSFIELD, AB",ROOFTOP,51.4334864,-114.0266616
1328,Yoga Classes,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"222 2 STREET IRRICANA, AB, IRRICANA, AB",ROOFTOP,51.32247,-113.6071922
1329,Beiseker Community Hall,Leisure / Community Centres,General,Indoor,Public,,"410 5 ST, BEISEKER, AB",ROOFTOP,51.3849825,-113.5305611
1330,Beiseker Arena & Sports Complex,Ice,Single surface,Indoor,Public,,"410 5TH STREET, BEISEKER, AB",ROOFTOP,51.3849825,-113.5305611
1331,Beiseker Centennial Building,Leisure / Community Centres,General,Indoor,Public,,"410 5 STREET, BEISEKER, AB",ROOFTOP,51.3849825,-113.5305611
1332,Ogilvie,Leisure / Community Centres,General,Indoor,Public,,"951 OGILVIE BLVD NW, EDMONTON, AB",ROOFTOP,53.4636597,-113.5628825
1333,Edmonton Minor Soccer Association,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"6520 ROPER RD NW, EDMONTON, AB",ROOFTOP,53.4957785,-113.4309849
1334,Alberta Avenue Community League,Leisure / Community Centres,General,Indoor,Public,,"9210 118 AVE NW, EDMONTON, AB",ROOFTOP,53.5707101,-113.4831594
1336,Belmead Park,Physical Recreation & Sports,Playgrounds ,,,1.0,"18215 182 ST NW, EDMONTON, AB",ROOFTOP,53.5278296,-113.6394973
1338,Rio Terrace Preschool,Leisure / Community Centres,Youth,Indoor,Public,,"15500 76 AVE NW, EDMONTON, AB",ROOFTOP,53.5081835,-113.588203
1340,Westridge WolfWillow Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"505 WOLF WILLOW RD NW, EDMONTON, AB",ROOFTOP,53.50615699999999,-113.60356
1341,Allendale Community League,Leisure / Community Centres,General,Indoor,Public,,"6330 105A ST NW, EDMONTON, AB",ROOFTOP,53.50101009999999,-113.5024675
1342,Laurier Heights Community League,Leisure / Community Centres,General,Indoor,Public,,"14405 85 AVE NW, EDMONTON, AB",ROOFTOP,53.516701,-113.568482
1343,Canora Community League,Leisure / Community Centres,Tennis and/or pickleball courts ,Indoor,Public,1.0,"10425 152 ST NW, EDMONTON, AB",ROOFTOP,53.546695,-113.5810661
1344,University of Alberta,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,"116 ST & 85 AVE, EDMONTON, AB",GEOMETRIC_CENTER,40.7973605,-73.93860289999999
1351,Glenora Community Hall,Leisure / Community Centres,General,Indoor,Public,1.0,"10426 136 ST NW, EDMONTON, AB",ROOFTOP,53.5469769,-113.5568122
1352,Capilano Community Hall,Leisure / Community Centres,General,Indoor,Public,,"10810 54 ST NW, EDMONTON, AB",GEOMETRIC_CENTER,53.5565759,-113.4233295
1353,Balwin Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"12904 74 ST NW, EDMONTON, AB",ROOFTOP,53.5876028,-113.4564996
1354,Blue Quill Community League,Leisure / Community Centres,General,Indoor,Public,,"11304 25 AVE NW, EDMONTON, AB",ROOFTOP,53.45826810000001,-113.5254031
1356,Westend Seniors Activity Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"9629 176 ST NW, EDMONTON, AB",ROOFTOP,53.5326219,-113.6258016
1358,Royal Gardens Community League,Leisure / Community Centres,General,Indoor,Public,,"4030 117 ST NW, EDMONTON, AB",ROOFTOP,53.4775466,-113.5357346
1360,Strathcona Centre Community League,Leisure / Community Centres,General,Indoor,Public,,"10139 87 AVE NW, EDMONTON, AB",ROOFTOP,53.522292,-113.493361
1361,King Edward Park Community League,Leisure / Community Centres,General,Indoor,Public,,"7708 85 STREET NW, EDMONTON, AB",GEOMETRIC_CENTER,53.5138904,-113.4600806
1363,Crestwood Community League,Leisure / Community Centres,General,Indoor,Public,,"14325 96 AVE NW, EDMONTON, AB",ROOFTOP,53.5332023,-113.5692104
1364,Pleasantview Community League,Leisure / Community Centres,General,Indoor,Public,,"10860 57 AVE NW, EDMONTON, AB",GEOMETRIC_CENTER,53.4946168,-113.5106605
1365,Greenfield Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"3803 114 ST NW, EDMONTON, AB",ROOFTOP,53.47383259999999,-113.5266103
1366,Brookview Community League,Leisure / Community Centres,General,Indoor,Public,,"280 BULYEA RD NW, EDMONTON, AB",ROOFTOP,53.4723434,-113.5730397
1367,Jamie Platz Family YMCA,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"7121 178 ST NW, EDMONTON, AB",ROOFTOP,53.5052935,-113.6297642
1370,Universiade Pavilion (Butterdome),Physical Recreation & Sports,Sport fields,Indoor,Public,,"116 ST. AND 85 AVE., EDMONTON, AB",GEOMETRIC_CENTER,53.5232189,-113.5263186
1373,Yellowbird East Community League,Leisure / Community Centres,General,Indoor,Public,,"10710 19 AVE NW, EDMONTON, AB",ROOFTOP,53.4485025,-113.5047551
1374,WJP Sherwood Community League,Leisure / Community Centres,General,Indoor,Public,,"9620 152 ST NW, EDMONTON, AB",ROOFTOP,53.5336896,-113.5841442
1375,Riverbend Community League,Leisure / Community Centres,General,Indoor,Private,,"258 RHATIGAN RD E NORTHWEST, EDMONTON, AB",ROOFTOP,53.473794,-113.5828921
1376,Calder Community League,Leisure / Community Centres,General,Indoor,Public,,"12721 120 ST, EDMONTON, AB",ROOFTOP,53.585562,-113.528304
1377,Queen Alexandra Community League,Leisure / Community Centres,General,Indoor,Public,,"10425 UNIVERSITY AVE, EDMONTON, AB",ROOFTOP,53.511556,-113.4996406
1380,Elmwood Park Community League,Leisure / Community Centres,General,Indoor,Public,,"12505 75 ST, EDMONTON, AB",ROOFTOP,53.581804,-113.456326
1381,Elmwood Community League,Leisure / Community Centres,General,Indoor,Public,,"16415 83 AVE NW, EDMONTON, AB",ROOFTOP,53.514999,-113.606251
1382,York Community League/Steele Heights,Leisure / Community Centres,General,Indoor,Public,1.0,"5825 140 AVE NW, EDMONTON, AB",ROOFTOP,53.601477,-113.4314701
1384,Glenwood Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"16430 97 AVE NW, EDMONTON, AB",ROOFTOP,53.535583,-113.6052
1385,North Glenora Community League,Leisure / Community Centres,General,Indoor,Public,,"13535 109A AVE NW, EDMONTON, AB",ROOFTOP,53.55545679999999,-113.5568279
1386,Westwood Community League Park,Leisure / Community Centres,General,Indoor,Public,,"12139 105 ST NW, EDMONTON, AB",ROOFTOP,53.5764933,-113.5006641
1387,Oliver Arena/ Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"10326 118 ST NW, EDMONTON, AB",RANGE_INTERPOLATED,53.5449815,-113.5253934
1388,High Park Community League ,Leisure / Community Centres,General,Indoor,Public,1.0,"11032 154 ST, EDMONTON, AB",ROOFTOP,53.5572373,-113.5879079
1389,West Jasper Sherwood Community League,Leisure / Community Centres,General,Indoor,Public,,"9620 152 ST NW, EDMONTON, AB",ROOFTOP,53.5336896,-113.5841442
1390,Windsor Park Community League,Leisure / Community Centres,General,Indoor,Public,,"11840 87 AVE NW, EDMONTON, AB",ROOFTOP,53.5232079,-113.5353011
1391,Fulton Place Community League,Leisure / Community Centres,General,Indoor,Public,,"6115 FULTON RD NW, EDMONTON, AB",ROOFTOP,53.5465633,-113.4251256
1392,Lansdowne Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"4915 124 ST NW, EDMONTON, AB",ROOFTOP,53.48690759999999,-113.545462
1393,Gold Bar Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"4620 105 AVE NW, EDMONTON, AB",ROOFTOP,53.5483221,-113.414836
1394,Mayfield Community League Playground,Leisure / Community Centres,General,Indoor,Public,1.0,"10941 161 ST NW, EDMONTON, AB",ROOFTOP,53.554621,-113.5984165
1395,Delton Community League,Leisure / Community Centres,General,Indoor,Public,1.0,"12325 88 ST NW, EDMONTON, AB",ROOFTOP,53.579186,-113.4766652
1398,Empire Park Community League,Leisure / Community Centres,General,Indoor,Public,,"4804 107 ST NW, EDMONTON, AB",GEOMETRIC_CENTER,53.4864646,-113.5094352
1399,Dovercourt Community League,Leisure / Community Centres,General,Indoor,Public,,"13510 DOVERCOURT AVE NW, EDMONTON, AB",ROOFTOP,53.5761845,-113.5580828
1400,Parkdale Community League,Leisure / Community Centres,General,Indoor,Public,,"11335 85 STREET NW, EDMONTON, AB",ROOFTOP,53.5638571,-113.4699729
1401,West Meadowlark Community League,Leisure / Community Centres,General,Indoor,Public,,"9311 165 ST NW, EDMONTON, AB",ROOFTOP,53.52986060000001,-113.6067742
1402,Russ Barnes Arena,Ice,Single surface,Indoor,Public,,"6725 121 AVE NW, EDMONTON, AB",ROOFTOP,53.5747613,-113.4459788
1403,Glengarry Arena,Ice,Single surface,Indoor,Public,,"13340 85 ST NW, EDMONTON, AB",ROOFTOP,53.59452659999999,-113.4725948
1404,Grand Trunk Arena,Ice,Single surface,Indoor,Public,,"13025 112 ST NW, EDMONTON, AB",ROOFTOP,53.5895269,-113.510937
1405,Confederation Arena,Ice,Single surface,Indoor,Public,,"11204 43 AVE NW, EDMONTON, AB",ROOFTOP,53.47871199999999,-113.520398
1406,Oliver Arena,Ice,Single surface,Indoor,Public,,"10335 119 ST NW, EDMONTON, AB",ROOFTOP,53.5456626,-113.5263338
1407,Westwood Arena,Ice,Single surface,Indoor,Public,,"12040 97 ST NW, EDMONTON, AB",ROOFTOP,53.5744444,-113.4932015
1408,Kenilworth Arena,Ice,Single surface,Indoor,Public,,"8313 68A ST NW, EDMONTON, AB",ROOFTOP,53.519101,-113.4310659
1409,Michael Cameron Arena,Ice,Single surface,Indoor,Public,,"10404 56 ST, EDMONTON, AB",ROOFTOP,53.546603,-113.4237001
1410,Crestwood Arena,Ice,Single surface,Indoor,Public,,"9940 147 ST NW , EDMONTON, AB",ROOFTOP,53.538626,-113.575397
1411,Callingwood Twin Arenas,Ice,2+ surfaces,Indoor,Public,,"17740 69 AVE NW, EDMONTON, AB",ROOFTOP,53.505064,-113.627129
1412,Londonderry Arena,Ice,Single surface,Indoor,Public,,"14520 66 ST, EDMONTON, AB",ROOFTOP,53.6064888,-113.4444549
1413,Bill Hunter Arena,Ice,Single surface,Indoor,Public,,"9200 163 ST NW, EDMONTON, AB",ROOFTOP,53.5269537,-113.6037474
1414,Donnan Arena,Ice,Single surface,Indoor,Public,,"9105 80 AVE NW, EDMONTON, AB",ROOFTOP,53.5156249,-113.4679076
1415,Tipton Arena,Ice,Single surface,Indoor,Public,,"10828 8, EDMONTON, AB",APPROXIMATE,53.5461245,-113.4938229
1416,Downtown Community Arena,Ice,Single surface,Indoor,Public,,"10245 105 AVE NW, EDMONTON, AB",ROOFTOP,53.5477806,-113.4965144
1417,George S. Hughes South Side Arena,Ice,Single surface,Indoor,Public,,"10525 72 AVE NW, EDMONTON, AB",ROOFTOP,53.508121,-113.501881
1418,The Meadows Arena,Ice,2+ surfaces,Indoor,Public,,"2704 17 ST NW, EDMONTON, AB",ROOFTOP,53.4576722,-113.3711921
1419,Terwillegar (Subway) Arena,Ice,2+ surfaces,Indoor,Public,,"2051 LEGER RD NW, EDMONTON, AB",ROOFTOP,53.4585951,-113.5822208
1420,Clareview Twin Arenas,Ice,2+ surfaces,Indoor,Public,,"3804 139 AVENUE, EDMONTON, AB",RANGE_INTERPOLATED,53.6018266,-113.4028661
1421,Mill Woods Twin Arenas,Ice,2+ surfaces,Indoor,Public,,"7207 28 AVE NW, EDMONTON, AB",ROOFTOP,53.4568021,-113.4443647
1422,Kinsmen Twin Arenas,Ice,2+ surfaces,Indoor,Public,1.0,"1979 111 ST NW, EDMONTON, AB",ROOFTOP,53.4513141,-113.5138814
1423,Coronation Arena,Ice,Single surface,Indoor,Public,,"13500 112 AVE NW, EDMONTON, AB",ROOFTOP,53.5610829,-113.5580818
1424,Peter Hemingway Fitness and Leisure Centre Pool,Aquatics,Leisure / wading pools,Indoor,Public,,"13808 111 AVE NW, EDMONTON, AB",ROOFTOP,53.5607051,-113.5591967
1427,Mill Woods Recreation Centre Pool,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"7207 28 AVE NW, EDMONTON, AB",ROOFTOP,53.4568021,-113.4443647
1431,A.C.T. Aquatics and Recreation Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"2909 113 AVE NW, EDMONTON, AB",ROOFTOP,53.55601,-113.3867026
1436,Grand Trunk Fitness and Leisure Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"13025 112 ST NW, EDMONTON, AB",ROOFTOP,53.5895269,-113.510937
1439,Confederation Leisure Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"11204 43 AVE NW, EDMONTON, AB",ROOFTOP,53.47871199999999,-113.520398
1440,Hardisty Fitness and Leisure Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"10535 65 ST NW, EDMONTON, AB",ROOFTOP,53.5490207,-113.4305678
1442,Bonnie Doon Leisure Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"8648 81 ST NW, EDMONTON, AB",ROOFTOP,53.523776,-113.453989
1444,Scona Pool,Aquatics,25m pool with or without other pools,Indoor,Public,1.0,"10450 72 AVE NW, EDMONTON, AB",ROOFTOP,53.50896419999999,-113.5000629
1445,Londonderry Fitness and Leisure Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"14528 66 ST NW, EDMONTON, AB",ROOFTOP,53.6074725,-113.4443132
1448,O'Leary Fitness and Leisure Centre Pool,Aquatics,Leisure / wading pools,Indoor,Public,,"8804 132 AVE NW, EDMONTON, AB",ROOFTOP,53.592849,-113.4762539
1452,Kinsmen Sports Centre Pool,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"9100 WALTERDALE HILL, EDMONTON, AB",ROOFTOP,53.5260742,-113.5056566
1460,Jasper Place Fitness and Leisure Centre Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"9200 163 ST NW, EDMONTON, AB",ROOFTOP,53.5269537,-113.6037474
1461,Castle Downs Recreation Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"11520 153 AVE NW, EDMONTON, AB",ROOFTOP,53.615731,-113.5204836
1465,Commonwealth Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"11000 STADIUM RD NW, EDMONTON, AB",ROOFTOP,53.5582636,-113.4764944
1473,Terwillegar Community Recreation Centre,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"2051 LEGER RD NW, EDMONTON, AB",ROOFTOP,53.4585951,-113.5822208
1479,Abbottsfield Recreation Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"3006 119 AVE, EDMONTON, AB",ROOFTOP,53.5726228,-113.3890675
1482,Commonwealth Stadium,Physical Recreation & Sports,Sport fields,Both,Public,,"11000 STADIUM RD, EDMONTON, AB",ROOFTOP,53.5582636,-113.4764944
1483,The Meadows Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"2704 17 ST NW, EDMONTON, AB",ROOFTOP,53.4576722,-113.3711921
1490,Clareview Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"3804 139 AVE NW, EDMONTON, AB",RANGE_INTERPOLATED,53.6018266,-113.4028661
1499,Northgate Lions Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"7524 139 AVE NW, EDMONTON, AB",ROOFTOP,53.6025237,-113.458011
1501,Central Lions Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"11113 113 ST, EDMONTON, AB",ROOFTOP,53.5600984,-113.5146317
1503,North Edmonton Senior Citizens Recreation Society,Leisure / Community Centres,Seniors,Indoor,Public,,"7111 132 AVE NW, EDMONTON, AB",ROOFTOP,53.5918918,-113.4515005
1504,Edmonton Chinese Seniors Recreation Group,Leisure / Community Centres,Seniors,Indoor,Public,,"11111 JASPER AVE #3Y, EDMONTON, AB",,0.0,0.0
1505,Zhi Yang Seniors Recreation Club,Leisure / Community Centres,Seniors,Indoor,Public,,"9628 102 AVE NW, EDMONTON, AB",ROOFTOP,53.544717,-113.484015
1506,Thistle Curling Club,Ice,Curling,Indoor,Public,,"6920 114 AVE NW, EDMONTON, AB",ROOFTOP,53.5667136,-113.4465384
1507,Avonair Curling Club,Ice,Curling,Indoor,Public,,"10607 PRINCESS ELIZABETH AVENUE NW, EDMONTON, AB",ROOFTOP,53.565379,-113.504511
1508,Crestwood Curling Club,Ice,Curling,Indoor,Public,1.0,"14317 96 AVE NW, EDMONTON, AB",ROOFTOP,53.5332204,-113.5680607
1509,Shamrock Curling Club,Ice,Curling,Indoor,Public,,"9330 80 AVE NW, EDMONTON, AB",ROOFTOP,53.516348,-113.471736
1510,Jasper Place Curling Club,Ice,Curling,Indoor,Public,,"16521 107 AVE NWB, EDMONTON, AB",ROOFTOP,53.55096100000001,-113.606263
1511,Ellerslie Curling Club,Ice,Curling,Indoor,Public,,"530 71 ST SW, EDMONTON, AB",ROOFTOP,53.427146,-113.448319
1512,Ottewell Curling Club & Golf Driving Range,Ice,Curling,Indoor,Public,1.0,"4205 102 AVE NW, EDMONTON, AB",ROOFTOP,53.5431778,-113.4080927
1513,Northern Alberta Curling Assn,Ice,Curling,Indoor,Public,,"9440 49 ST NW, EDMONTON, AB",ROOFTOP,53.5342788,-113.4156501
1514,Granite Club,Ice,Curling,Indoor,Public,1.0,"8620 107 ST NW, EDMONTON, AB",ROOFTOP,53.52213589999999,-113.5069408
1515,Saville Community Sports Centre,Ice,Curling,Indoor,Public,,"11610 65 AVE NW, EDMONTON, AB",ROOFTOP,53.50214769999999,-113.5322967
1522,Don Wheaton Family YMCA,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"10211 102 AVE, EDMONTON, AB",ROOFTOP,53.54274729999999,-113.4964783
1526,NAIT Swimming Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"11665 109 ST NW S030, EDMONTON, AB",ROOFTOP,53.5663674,-113.5057764
1530,William Lutsky Family YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"1975 111 ST NW, EDMONTON, AB",ROOFTOP,53.4510948,-113.5152699
1533,Evansdale Community League,Leisure / Community Centres,General,Indoor,Public,,"9111 150 AVE NW, EDMONTON, AB",ROOFTOP,53.6102583,-113.480746
