address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Street Type,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Notes/Comments,Address Notes/Comments,lat,lon
"611 20e Av, Deux-Montagnes",,Deux-Montagnes,Aréna Olympia,http://www.ville.deux-montagnes.qc.ca/accueil/arena-olympia/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5438304,-73.9168344
"6200 Boulevard Arthur-Sauve, Laval, QC",,Laval,Arena Hartland Monahan,https://www.laval.ca/lieux/Pages/Fr/arena-hartland-monahan.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5474311,-73.8653858
"6200 Boulevard des Laurentides, Laval, QC",,Laval,Loisirs Ste-Beatrice,http://www.lsblaval.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6361596,-73.7546928
"6200 Boulevard des Laurentides, Laval, QC",,Laval,Loisirs Ste-Beatrice,http://www.lsblaval.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.6361596,-73.7546928
"6200 Boulevard des Laurentides, Laval, QC",,Laval,Loisirs Ste-Beatrice,http://www.lsblaval.ca/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.6361596,-73.7546928
"6200 Boulevard des Laurentides, Laval, QC",,Laval,Loisirs Ste-Beatrice,http://www.lsblaval.ca/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.6361596,-73.7546928
"6225 Godfrey Ave, Montreal, QC",,Montréal,New Hope Senior Citizen's Centre,http://newhopendg.com/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.4679421,-73.6271038
"6225 Godfrey Ave, Montreal, QC",,Montréal,New Hope Senior Citizen's Centre,http://newhopendg.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4679421,-73.6271038
"625 Rue Sylvie, Laval, QC",,Laval,Loisirs Ste-Dorothee,http://www.loisirsstedorothee.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5262984,-73.8024556
"625 Rue Sylvie, Laval, QC",,Laval,Loisirs Ste-Dorothee,http://www.loisirsstedorothee.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5262984,-73.8024556
"625 Rue Sylvie, Laval, QC",,Laval,Loisirs Ste-Dorothee,http://www.loisirsstedorothee.org/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5262984,-73.8024556
"630 Rue Richelieu, Beloeil, QC",,Beloeil,Domaine Culturel Aurele-Dubois,https://loisirsculture.beloeil.ca/installations/batiments-municipaux-loisirs/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5609242,-73.204681
"630 Rue Richelieu, Beloeil, QC",,Beloeil,Maison de la Culture Villebon,https://loisirsculture.beloeil.ca/installations/batiments-municipaux-loisirs/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5609242,-73.204681
"631 Boulevard Curé-Labelle, Blainville, QC",,Blainville,MégaMaze Blainville (123Go),http://megamaze.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.6598165,-73.8599343
"640 Rue Dorchester local 301, Saint-Jean-sur-Richelieu, QC",,Saint-Jean-sur-Richelieu,Centre D'Action Benevole,https://cabstjean.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3201419,-73.2702245
"6445 Monkland Ave, Montreal, QC",,Montréal,Centre Sportif de Notre-Dame-de-Grace,https://www.loisirssportifscdn-ndg.com/en/notre-dame-de-grace-sports-center/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4664477,-73.6322768
"6445 Monkland Ave, Montreal, QC",,Montréal,Centre Sportif de Notre-Dame-de-Grace,https://www.loisirssportifscdn-ndg.com/en/notre-dame-de-grace-sports-center/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4664477,-73.6322768
"6445 Monkland Ave, Montreal, QC",,Montréal,Centre Sportif de Notre-Dame-de-Grace,https://www.loisirssportifscdn-ndg.com/en/notre-dame-de-grace-sports-center/,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.4664477,-73.6322768
"6445 Monkland Ave, Montreal, QC",,Montréal,Centre Sportif de Notre-Dame-de-Grace,https://www.loisirssportifscdn-ndg.com/en/notre-dame-de-grace-sports-center/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4664477,-73.6322768
"6445 Monkland Ave, Montreal, QC",,Montréal,Centre Sportif de Notre-Dame-de-Grace,https://www.loisirssportifscdn-ndg.com/en/notre-dame-de-grace-sports-center/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4664477,-73.6322768
"649 Boulevard Lacombe, Repentigny, QC",,Repentigny,Aquatic Centre le Gardeur,http://www.centreaquatiquelegardeur.com/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.7686891,-73.4530382
"65, rue Boardman, Delson, QC",,Delson,Bâtiment multifonctionnel La Jonction,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3803909,-73.5451399
"6532 Boulevard Léger, Montréal-Nord",,Montréal,Halte Femmes Montreal Nord,https://haltefemmes.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.623632,-73.6210112
"6546 Avenue Papineau, Montréal, QC",,Montréal,Bouge Petit,http://www.bougepetit.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.5434262,-73.5975654
"6547 Rue de Marseille, Montréal, QC",,Montréal,Centre Récréatif Communautaire St Donat,http://www.crcstdonat.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5811878,-73.5399807
"6547 Rue de Marseille, Montréal, QC",,Montréal,Centre Récréatif Communautaire St Donat,http://www.crcstdonat.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5811878,-73.5399807
"655 9e Rue, Saint-Jerome, QC",,Saint-Jérôme,Antre-Jeunes,https://www.antre-jeunes.org/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.7638455,-73.9911607
"655 Rue Dubois, Saint-Eustache, QC",,Saint-Eustache,DekHockey Saint-Eustache,https://websports.ca/Profile/216152/DekHockey-St-Eustache,Physical Recreation & Sports,Sport fields,Both,Public,,,,,,,,,,,,45.5868911,-73.8738521
"655 Rue Sylvie, Laval, QC",,Laval,Arena Martin-St-Louis,https://www.laval.ca/lieux/Pages/Fr/arena-martin-st-louis.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5261608,-73.8035783
"66 Rue Notre Dame, L'Épiphanie, QC",,L'Épiphanie (V),Maison des jeunes de L'Épiphanie,https://www.211qc.ca/en/organization/maison-des-jeunes-de-lepiphanie-23526025,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.8504584,-73.4825531
"66 Rue du Macon, Saint-Constant, QC",,Saint-Constant,Pavillon de la Biodiversite,https://saint-constant.ca/fr/pavillon-de-la-biodiversite,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3899094,-73.5901219
"660 Avenue Oak, Saint-Lambert",,Saint-Lambert,Aréna Eric-Sharp,http://www.saint-lambert.ca/fr/services-recreatifs/sports/arena-eric-sharp-et-patinoires-exterieures,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5036593,-73.5047155
"660 Avenue Oak, Saint-Lambert",,Saint-Lambert,Aréna Eric-Sharp,http://www.saint-lambert.ca/fr/services-recreatifs/sports/arena-eric-sharp-et-patinoires-exterieures,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5036593,-73.5047155
"660 Avenue Oak, Saint-Lambert",,Saint-Lambert,St-Lambert Curling Club,https://www.stlambertcurling.com/,Ice,Curling,Indoor,Public,,,,,,,,,,,,45.5036593,-73.5047155
"6600 Avenue 29, Laval, QC",,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5451462,-73.8704112
"6600 Avenue 29, Laval, QC",,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5451462,-73.8704112
"6600 Avenue 29, Laval, QC",,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5451462,-73.8704112
"6600 Avenue 29, Laval, QC",,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5451462,-73.8704112
"6605 Chemin de la Cote-de-Liesse+G23, Saint-Laurent, QC",,Montréal,Arena Bonaventure,https://www.bonaventurehockey.com/,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.4853215,-73.6941226
"6650 Chemin de la Core St Luc, Montreal, QC",,Montréal,Walkley Centre,https://cjndg.org/centres/walkley-center/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4701937,-73.6493483
"6650 Chemin de la Core St Luc, Montreal, QC",,Montréal,Walkley Centre,https://cjndg.org/centres/walkley-center/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4701937,-73.6493483
"6651 Boulevard Saint-Laurent, Montréal, QC",,Montréal,La Maisonnette des parents,https://montreal.ca/en/places/la-maisonnette-des-parents,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5316191,-73.6112203
"666 Rue Woodland, Verdun, QC",,Montréal,Dawson Community Centre,https://dccverdun.ca/welcome-bienvenue/home/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4524471,-73.5738581
"666 Rue Woodland, Verdun, QC",,Montréal,Dawson Community Centre,https://dccverdun.ca/welcome-bienvenue/home/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4524471,-73.5738581
"669 Chemin du Lac, Boucherville, QC",,Boucherville,DekHockey Boucherville,https://websports.ca/Profile/125833/Boucherville/?spid=125833,Physical Recreation & Sports,Sport fields,Both,Public,,,,,,,,,,,,45.6111964,-73.4428132
"67 116e Av, Saint-Jerome, QC",,Saint-Jérôme,Vie Florissante,https://www.google.ca/search?q=Vie+Florissante+saint-jerome&oq=Vie+Florissante+saint-jerome&aqs=chrome..69i57.4630j0j4&sourceid=chrome&ie=UTF-8,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.8094932,-74.0184504
"670 Rue Darveau, Longueuil, QC",,Longueuil,Piscine Olympia ,https://www.longueuil.quebec/fr/piscine-olympia,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.512802,-73.463306
"670 Rue Darveau, Longueuil, QC",,Longueuil,Piscine Olympia ,https://www.longueuil.quebec/fr/piscine-olympia,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.512802,-73.463306
"674 Rue du Parc, Saint-Lin - Laurentides",,Saint-Lin-Laurentides,Youth Club Laurentides Saint-Lin,https://www.facebook.com/maisondesjeunes.saintlinlaurentides,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.8584079,-73.7517081
"6750 Rue de Marseille, Montreal, QC",,Montréal,Arena Saint Donat ,https://montreal.ca/lieux/arena-saint-donat,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5827415,-73.5379327
"6755 36e Avenue, Montréal, QC",,Montréal,Centre Alphonse-Desjardins,https://montreal.ca/en/places/centre-alphonse-desjardins,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5721378,-73.5771885
"6755 36e Avenue, Montréal, QC",,Montréal,Centre d'activités Alphonse-Desjardins,https://montreal.ca/en/places/centre-dactivites-alphonse-desjardins,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5721378,-73.5771885
"6755 36e Avenue, Montréal, QC",,Montréal,Centre d'activités Alphonse-Desjardins,https://montreal.ca/en/places/centre-dactivites-alphonse-desjardins,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.5721378,-73.5771885
"6755 36e Avenue, Montréal, QC",,Montréal,Centre d'activités Alphonse-Desjardins,https://montreal.ca/en/places/centre-dactivites-alphonse-desjardins,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.5721378,-73.5771885
"6767 Cote-des-Neiges Rd, Montreal, QC",,Montréal,Centre Socio-Communautaire Le 6767,http://english.crccdn.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5033345,-73.6369824
"6789 Rue Saint-André, Montréal, QC",,Montréal,Chalet du Parc Saint-Édouard,https://montreal.ca/en/places/chalet-du-parc-saint-edouard,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5386595,-73.6072071
"68 Rue Amireault, L'Épiphanie, QC",,L'Épiphanie (V),Centre communautaire Guy Melançon,https://www.yellowpages.ca/bus/Quebec/L-Epiphanie/Centre-communautaire-Guy-Melancon/7670379.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.851868,-73.485039
"68 Rue Amireault, L'Épiphanie, QC",,L'Épiphanie (V),Centre communautaire Guy Melançon,https://www.yellowpages.ca/bus/Quebec/L-Epiphanie/Centre-communautaire-Guy-Melancon/7670379.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.851868,-73.485039
"6800 Rue Sherbrooke Ouest, Montréal, QC",,Montréal,Centre sportif Trenholme,https://montreal.ca/en/places/centre-sportif-trenholme,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.460918,-73.63232
"6800 Rue Sherbrooke Ouest, Montréal, QC",,Montréal,Centre sportif Trenholme,https://montreal.ca/en/places/centre-sportif-trenholme,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.460918,-73.63232
"6875 Decarie Blvd, Montreal, QC",,Montréal,MADA Community Center,https://madacenter.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4927097,-73.648108
"6881  Boulevard Laurier, Terrebonne, QC",,Terrebonne,Forum - Arena La Plaine,http://www.complexessportifsterrebonne.com/forum.html,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.7654455,-73.7251213
"6881  Boulevard Laurier, Terrebonne, QC",,Terrebonne,Forum - Arena La Plaine,http://www.complexessportifsterrebonne.com/forum.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.7654455,-73.7251213
"69 Avenue Saint-Pierre, Montréal, QC",,Montréal,Centre communautaire Saint-Pierre,https://montreal.ca/en/places/centre-communautaire-saint-pierre,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4441463,-73.6489939
"695 Sainte-Julie Montee, Sainte-Julie, QC",,Sainte-Julie,L'Envolee,http://lenvolee.org/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.595335,-73.341915
"6985 Chemin Mackle, Cote Saint-Luc, QC",,Côte-Saint-Luc,Samuel Moskovitch Arena,https://cslfsc.uplifterinc.com/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4731134,-73.6698747
"70, montée du Village, Saint-Joseph-du-Lac, QC",,Saint-Joseph-du-Lac,l'école Rose-des-Vents,http://www.sjdl.qc.ca/loisirs-et-culture/parcs-et-installations/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.532022,-74.0079297
"7000 Boulevard Maurice-Duplessis, Montreal, QC",,Montréal,Complexe Sportif Marie-Victorin,https://montreal.ca/lieux/complexe-sportif-marie-victorin,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6189364,-73.6092572
"7000 Boulevard Maurice-Duplessis, Montreal, QC",,Montréal,Complexe Sportif Marie-Victorin,https://montreal.ca/lieux/complexe-sportif-marie-victorin,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6189364,-73.6092572
"7000 Boulevard Maurice-Duplessis, Montreal, QC",,Montréal,Complexe Sportif Marie-Victorin,https://montreal.ca/lieux/complexe-sportif-marie-victorin,Physical Recreation & Sports,Sport fields,Both,Public,,,,,,,,,,,,45.6189364,-73.6092572
"7000 Boulevard Maurice-Duplessis, Montreal, QC",,Montréal,Complexe Sportif Marie-Victorin,https://montreal.ca/lieux/complexe-sportif-marie-victorin,Physical Recreation & Sports,Gymnasiums ,Both,Public,,,,,,,,,,,,45.6189364,-73.6092572
"701, rue Duhamel, Longueuil, QC",,Longueuil,Centre communautaire Saint-Robert,https://www.longueuil.quebec/en/node/123,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.511839,-73.4622569
"702 Montee Masson, Terrebonne, QC",,Terrebonne,Cite GenerAction 55+,https://www.cite55.org/cite-55,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.7031109,-73.6321865
"7060 Avenue Bloomfield, Montreal, QC",,Montréal,Centre Jeunesse Unie,https://jupx.org/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.5270029,-73.6233757
"707 75e Avenue, Lasalle, QC",,Montréal,Centre Sportif Dollard-St-Laurent,"http://ville.montreal.qc.ca/portal/page?_pageid=8337,92561678&_dad=portal&_schema=PORTAL",Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4221275,-73.6290321
"707 75e Avenue, Lasalle, QC",,Montréal,Centre Sportif Dollard-St-Laurent,"http://ville.montreal.qc.ca/portal/page?_pageid=8337,92561678&_dad=portal&_schema=PORTAL",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4221275,-73.6290321
"707 75e Avenue, Lasalle, QC",,Montréal,Centre Sportif Dollard-St-Laurent,"http://ville.montreal.qc.ca/portal/page?_pageid=8337,92561678&_dad=portal&_schema=PORTAL",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4221275,-73.6290321
"7075 St Hubert St, Montreal, QC",,Montréal,Bain St-Denis,http://www1.ville.montreal.qc.ca/banque311/content/rosemont%E2%80%93la-petite-patrie-%E2%80%93-piscines-int%C3%A9rieures,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5403803,-73.6118916
"71, Trésors de l’Île, Charlemagne QC",,Charlemagne,Chalet Île-aux-Trésors,https://www.ville.charlemagne.qc.ca/sites/24589/CONTRAT%20DE%20LOCATION%20DE%20SALLE%20-%20%C3%8ELE-AUX-TR%C3%89SORS_1.pdf,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.7176485,-73.4835587
"71, rue Clément, Saint-Joseph-du-Lac, QC",,Saint-Joseph-du-Lac,Pavillon Jean-Claude-Brunet,http://www.sjdl.qc.ca/loisirs-et-culture/parcs-et-installations/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5245326,-73.9894027
"7100 Boulevard des Mille-Iles, Laval, QC",,Laval,Centre Communautaire Boileau,https://www.laval.ca/lieux/Pages/Fr/centre-communautaire-boileau.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6914842,-73.6170437
"720 Rue Morin, McMasterville, QC ",,McMasterville,École d’éducation internationale,https://csp.ca/etablissement/ecole-deducation-internationale/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5491843,-73.226193
"720 Rue Morin, McMasterville, QC ",,McMasterville,École d’éducation internationale,https://csp.ca/etablissement/ecole-deducation-internationale/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5491843,-73.226193
"7200 Sherbrooke St W, Montreal, QC",,Montréal,Ed Meagher Arena,http://www.concordia.ca/campus-life/recreation/facilities/arena.html,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4576335,-73.6369371
"7200 Sherbrooke St W, Montreal, QC",,Montréal,Concordia Campus Recreation,https://www.concordia.ca/campus-life/recreation.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4576335,-73.6369371
"7200 Sherbrooke St W, Montreal, QC",,Montréal,Concordia Campus Recreation,https://www.concordia.ca/campus-life/recreation.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4576335,-73.6369371
"7200 Sherbrooke St W, Montreal, QC",,Montréal,Concordia Campus Recreation,https://www.concordia.ca/campus-life/recreation.html,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.4576335,-73.6369371
"7200 Sherbrooke St W, Montreal, QC",,Montréal,Concordia Campus Recreation,https://www.concordia.ca/campus-life/recreation.html,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.4576335,-73.6369371
"7209 Taschereau Blvd, Brossard, QC",,Brossard,Centre Sino-Quebec-de-Rive Sud,https://www.centresinoquebec.com/fr/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4616328,-73.4642979
"725 Montee Montrougeau, Laval, QC",,Laval,Centre Communautaire Montrougeau,https://www.laval.ca/lieux/Pages/Fr/centre-communautaire-montrougeau.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5804815,-73.8140052
"735 Rue Saint-Jean, Longueuil, QC",,Longueuil,Loisirs Vieux Longueuil ,https://www.loisirsduvieuxlongueuil.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5336368,-73.5005864
"735 Rue Saint-Jean, Longueuil, QC",,Longueuil,Loisirs Vieux Longueuil ,https://www.loisirsduvieuxlongueuil.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5336368,-73.5005864
"735 Rue Saint-Jean, Longueuil, QC",,Longueuil,Loisirs Vieux Longueuil ,https://www.loisirsduvieuxlongueuil.com/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5336368,-73.5005864
"735 Rue Saint-Jean, Longueuil, QC",,Longueuil,Loisirs Vieux Longueuil ,https://www.loisirsduvieuxlongueuil.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5336368,-73.5005864
"7355 Avenue Christophe-Colomb, Montreal, QC",,Montréal,Piscine Patro Le Prevost,https://montreal.ca/lieux?dc_coverage.boroughs.code=VSMPE&mtl_content.lieux.category.code=PISC&orderBy=dc_title,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5439804,-73.6146355
"7355 Avenue Christophe-Colomb, Montreal, QC",,Montréal,Patro le Provost,http://www.patroleprevost.qc.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5439804,-73.6146355
"7355 Avenue Christophe-Colomb, Montreal, QC",,Montréal,Patro le Provost,http://www.patroleprevost.qc.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5439804,-73.6146355
"7355 Avenue Christophe-Colomb, Montreal, QC",,Montréal,Patro le Provost,http://www.patroleprevost.qc.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5439804,-73.6146355
"7355 Avenue Christophe-Colomb, Montreal, QC",,Montréal,Patro le Provost,http://www.patroleprevost.qc.ca/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5439804,-73.6146355
"7378 Rue Lajeunesse, bureau 124, Montreal, QC",,Montréal,Centre des Aines de Villeray,http://ainesvilleray.com/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.5403151,-73.6174889
"7378 Rue Lajeunesse, bureau 124, Montreal, QC",,Montréal,Centre des Aines de Villeray,http://ainesvilleray.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5403151,-73.6174889
"74 7e Av, Terasse-Vaudreuil, QC",,Terrasse-Vaudreuil,Centre communautaire de Terrasse-Vaudreuil,https://www.terrasse-vaudreuil.ca/culture-et-loisirs/centre-communautaire/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3908338,-73.9870902
"740 Rue Pontbriand, Repentigny, QC",,Repentigny,Centre Recreatif de Repentigny,http://www.centrerecreatifrepentigny.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.7566927,-73.4524041
"740 Rue Pontbriand, Repentigny, QC",,Repentigny,Centre Recreatif de Repentigny,http://www.centrerecreatifrepentigny.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,,45.7566927,-73.4524041
"740 Rue Pontbriand, Repentigny, QC",,Repentigny,Centre Recreatif de Repentigny,http://www.centrerecreatifrepentigny.com/,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.7566927,-73.4524041
"740 Rue Pontbriand, Repentigny, QC",,Repentigny,Centre Recreatif de Repentigny,http://www.centrerecreatifrepentigny.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.7566927,-73.4524041
"7405 Terrasse du Centre, Longueuil, QC",,Longueuil,Centre Sportif Rosanne-Laflamme,https://www.longueuil.quebec/en/centre-sportif-rosanne-laflamme,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4882386,-73.3941892
"7405 Terrasse du Centre, Longueuil, QC",,Longueuil,Centre Sportif Rosanne-Laflamme,https://www.longueuil.quebec/en/centre-sportif-rosanne-laflamme,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4882386,-73.3941892
"7405 Terrasse du Centre, Longueuil, QC",,Longueuil,Centre Sportif Rosanne-Laflamme,https://www.longueuil.quebec/en/centre-sportif-rosanne-laflamme,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4882386,-73.3941892
"75 Rue du Square Sir George Étienne Cartier, Montréal, QC",,Montréal,CRCS St-Zotique,http://crcsstzotique.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4732121,-73.5838595
"75 boul. Maple, Chateauguay, QC",,Châteauguay,Aréna Guy-Scott,https://arenaguide.ca/city/chateauguay/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.363183,-73.732539
"750 Avenue Thorncrest, Dorval",,Dorval,Centre sportif Westwood Arena,http://www.ville.dorval.qc.ca/fr/installations/page/arenas-et-patinoires,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.456298,-73.7646536
"750 Avenue Thorncrest, Dorval, QC",,Dorval,Westwood Sports Centre,https://www.ville.dorval.qc.ca/en/facilities/page/arenas-and-skating-rinks,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.456298,-73.7646536
"750 Boulevard Jacques-Bizard, Montréal, QC",,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5028131,-73.8776433
"750 Boulevard Jacques-Bizard, Montréal, QC",,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5028131,-73.8776433
