address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Street Type,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Notes/Comments,Address Notes/Comments,lat,lon
" 550 Rue du Parc, Saint-Lin - Laurentides",,Saint-Lin-Laurentides,Piscine Municipale Ville De Saint-Lin-Des-Laurentides,https://fr-ca.facebook.com/pages/category/Public-Swimming-Pool/Complexe-aquatique-Ville-de-Saint-Lin-Laurentides-268556546602034/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.854407,-73.7520639
" 550 Rue du Parc, Saint-Lin - Laurentides",,Saint-Lin-Laurentides,Piscine Municipale Ville De Saint-Lin-Des-Laurentides,https://fr-ca.facebook.com/pages/category/Public-Swimming-Pool/Complexe-aquatique-Ville-de-Saint-Lin-Laurentides-268556546602034/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.854407,-73.7520639
" 550 Rue du Parc, Saint-Lin - Laurentides",,Saint-Lin-Laurentides,Piscine Municipale Ville De Saint-Lin-Des-Laurentides,https://fr-ca.facebook.com/pages/category/Public-Swimming-Pool/Complexe-aquatique-Ville-de-Saint-Lin-Laurentides-268556546602034/,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.854407,-73.7520639
" 550 Rue du Parc, Saint-Lin - Laurentides",,Saint-Lin-Laurentides,Piscine Municipale Ville De Saint-Lin-Des-Laurentides,https://fr-ca.facebook.com/pages/category/Public-Swimming-Pool/Complexe-aquatique-Ville-de-Saint-Lin-Laurentides-268556546602034/,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,,,,45.854407,-73.7520639
"1 Chemin Fournel, Sainte-Anne-des-Lacs, QC",,Sainte-Anne-des-Plaines,Sainte-Anne-des-Lacs Community Centre,https://www.sadl.qc.ca/vie-citoyenne/loisirs-culture-et-vie-communautaire/centre-communautaire/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.860639,-74.12629
"1, 1re Avenue, Delson, QC",,Delson,Centre communautaire de Delson,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3747531,-73.5416864
"1, rue de l'Hôtel-de-Ville, Léry (Québec)",,Léry,Salle Adolphe-Leduc,https://www.lery.ca/component/content/article/37-francais/services/urbanisme/communications-urbanisme/98-assemblee-publique-de-consultation-nouveau-plan-d-urbanisme?Itemid=103,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.344821,-73.806148
"1, rue du Parc, Coteau-du-Lac, QC",,Coteau-du-Lac,École de Coteau-du-Lac (Pavillon Saint-Ignace),https://www.cstrois-lacs.qc.ca/prescolaire-et-primaire/liste-des-ecoles-primaires/ecole-saint-ignace,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.2941348,-74.1756981
"10 Rue Bella-Vista, Saint-Basile-le-Grand, QC",,Saint-Basile-le-Grand,Aréna Jean-Rougeau,https://www.ville.saint-basile-le-grand.qc.ca/carte-interactive/arena-jean-rougeau/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5156661,-73.2938805
"10 Rue Bella-Vista, Saint-Basile-le-Grand, QC",,Saint-Basile-le-Grand,Aréna Jean-Rougeau,https://www.ville.saint-basile-le-grand.qc.ca/carte-interactive/arena-jean-rougeau/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5156661,-73.2938805
"10 Rue Gilmour, Chateauguay, QC",,Châteauguay,Centre D'Action Benevole du Grand Chateauguay,http://www.cabchateauguay.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3771143,-73.7487221
"10 Rue Proulx O, Laval, QC",,Laval,Le Rendez-Vouz des Aines,http://www.ccrva.org/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.5679443,-73.6912998
"10 Rue Radisson, La Prairie",,Candiac,Complexe Sportif Candiac,https://www.complexesportifcandiac.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3784785,-73.5329602
"10 Rue Radisson, La Prairie",,Candiac,Complexe Sportif Candiac,https://www.complexesportifcandiac.com/,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.3784785,-73.5329602
"10 Rue Radisson, La Prairie",,Candiac,Complexe Sportif Candiac,https://www.complexesportifcandiac.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.3784785,-73.5329602
"10 Rue les Pins, Laval, QC",,Laval,Club de Curling Laval-sur-le-Lac,https://www.laval.ca/lieux/Pages/Fr/club-de-curling-laval-sur-le-lac.aspx,Ice,Curling,Indoor,Private,,,,,,,,,,,,45.524547,-73.881412
"100 Avenue de Delson, Delson, QC",,Delson,Centre sportif de Delson,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/activites/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.3729482,-73.5475302
"100 Avenue de Delson, Delson, QC",,Delson,Centre sportif de Delson,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/parcs-et-installations-recreatives/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.3729482,-73.5475302
"100 Avenue de Delson, Delson, QC",,Delson,Centre sportif de Delson,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3729482,-73.5475302
"100 Harwood, Beaconsfield, QC",,Beaconsfield,Beacon Hill Chalet,https://www.beaconsfield.ca/en/park-chalets-1,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4399902,-73.8424119
"100 Montee Major, Laval, QC",,Laval,Arena Cartier,https://www.laval.ca/lieux/Pages/Fr/arena-cartier.aspx,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5587751,-73.6843845
"100 Rue Michel, Mont-Saint-Hilaire, QC",,Mont-Saint-Hilaire,Maison des Jeunes des Quatre Fenetres,http://mdj4f.ca/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.5561914,-73.1922269
"100 Rue du Centre-Civique, Mont-Saint-Hilaire, QC",,Mont-Saint-Hilaire,Centre Aquatique Mont Saint-Hilaire,https://www.villemsh.ca/sports-culture-et-loisirs/centre-aquatique/,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.564686,-73.191525
"100 Rue du Centre-Civique, Mont-Saint-Hilaire, QC",,Mont-Saint-Hilaire,Centre Aquatique Mont Saint-Hilaire,https://www.villemsh.ca/sports-culture-et-loisirs/centre-aquatique/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.564686,-73.191525
"100 Rue du Centre-Civique, Mont-Saint-Hilaire, QC",,Mont-Saint-Hilaire,Centre Aquatique Mont Saint-Hilaire,https://www.villemsh.ca/sports-culture-et-loisirs/centre-aquatique/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.564686,-73.191525
"100 Rue du Village, Saint-Colomban, QC",,Saint-Colomban,Maison des jeunes de Saint-Colomban,https://st-colomban.qc.ca/maison-des-jeunes/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.7362724,-74.134516
"100, rue Saint-Laurent Ouest, Longueuil, QC",,Longueuil,Centre culturel Jacques-Ferron,https://www.longueuil.quebec/en/centre-culturel-jacques-ferron,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5377136,-73.5055498
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Avenue Emile-Journault, Montreal, QC",,Montréal,Claude Robillard Sports Complex,"http://ville.montreal.qc.ca/portal/page?_pageid=7957,87901866&_dad=portal&_schema=PORTAL",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5532784,-73.6375838
"1000 Boulevard de l'Avenir, Laval, QC",,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5605996,-73.7223484
"1000 Boulevard de l'Avenir, Laval, QC",,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5605996,-73.7223484
"1000 Boulevard de l'Avenir, Laval, QC",,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5605996,-73.7223484
"1000 Boulevard de l'Avenir, Laval, QC",,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5605996,-73.7223484
"1000 Chemin du Plan Bouchard, Blainville, QC",,Blainville,Centre Communautaire de Blainville,https://odyscene.com/programmation/salle/centre-communautaire-de-blainville/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.679589,-73.8740085
"1000 Rue de la Gauchetiere O, Montreal, QC",Montréal,Montréal,Atrium le 1000,https://www.le1000.com/en/skate,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4981757,-73.5663859
"1000 Rue de la Gauchetiere O, Montreal, QC",,Montréal,Atrium le 1000,https://www.le1000.com/en/skate,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4981757,-73.5663859
"1001 Chemin du Plan-Bouchard, Blainville, QC",,Blainville,Centre 50+ Blainville,http://ww2.centre50plusblainville.qc.ca/,Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,,45.6812564,-73.8740065
"1008, rue Principale Saint-Zotique, Qc",,Saint-Zotique,Maison Optimiste,http://www.st-zotique.com/municipalite/services-a-la-population/loisirs/locations-ou-reservations,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.2447947,-74.2425452
"1009 Rue de la Mairie, Blainville, QC",,Blainville,Arena de Blainville,https://blainville.ca/activites/installations-recreatives/arenas-et-patinoires,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.6814019,-73.8768093
"101 Boul Cardinal Leger, Pincourt, QC",,Pincourt,Indoor Municipal Park,https://www.villepincourt.qc.ca/en/recreation-and-culture/infrastructures/indoor-municipal-park,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.3847432,-73.995264
"1020 Rue de la Mairie, Blanville, QC",,Blainville,La Zone,https://blainville.ca/activites/installations-recreatives/la-zone-loisirs-jeunesse,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.6825262,-73.8757088
"103 Avenue De Montpellier, Saint-Basile-le-Grand, QC",,Saint-Basile-le-Grand,Centre Communautaire Lise-B.-Boisvert,https://www.ville.saint-basile-le-grand.qc.ca/carte-interactive/centre-communautaire-lise-b-boisvert/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5318913,-73.2950236
"103, montée des Bouleaux. Delson, QC",,Delson,École Louis-Lafortune,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3777284,-73.5465155
"103, montée des Bouleaux. Delson, QC",,Delson,École Louis-Lafortune,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.3777284,-73.5465155
"103, montée des Bouleaux. Delson, QC",,Delson,École Louis-Lafortune,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,,,,45.3777284,-73.5465155
"103, montée des Bouleaux. Delson, QC",,Delson,École Louis-Lafortune,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,,45.3777284,-73.5465155
"103, montée des Bouleaux. Delson, QC",,Delson,École Louis-Lafortune,https://www.ville.delson.qc.ca/fr/services-municipaux/loisirs-et-culture/location-de-salles/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.3777284,-73.5465155
"1031 Boulevard Saint-Bruno, Saint-Bruno-de-Montarville, QC",,Saint-Bruno-de-Montarville,Recreofun,http://www.recreofun.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Private,,,,,,,,,,,,45.5033363,-73.3836439
"1035 Rue Rachel E, Montréal, QC",,Montréal,South Asia Women's Community Center,https://www.sawcc-ccfsa.ca/EN/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.525508,-73.575213
"104 Émilien-Marcoux local 500, Blainville, QC",,Blainville,Défis-Défis inc.,http://www.defisdefis.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.6753184,-73.9042872
"105 Ontario St E, Montreal, QC",,Montréal,Action Centre-Ville,https://www.acv-montreal.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5124317,-73.566861
"105 Ontario St E, Montreal, QC",,Montréal,Action Centre-Ville,https://www.acv-montreal.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.5124317,-73.566861
"105 Place Charles-Lemoyne, Sainte-Catherine, QC",,Sainte-Catherine,Arena Ste-Catherine (Sportium),https://fr-ca.facebook.com/pages/Arena-Le-Sportium/105017029562652,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.3994407,-73.5471631
"105 Place Charles-Lemoyne, Sainte-Catherine, QC",,Sainte-Catherine,Arena Ste-Catherine (Sportium),https://fr-ca.facebook.com/pages/Arena-Le-Sportium/105017029562652,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.3994407,-73.5471631
"1050 Chemin de Dunkirk, Mont-Royal",,Mont-Royal,Mount Royal Arena (TMR),https://www.ville.mont-royal.qc.ca/en/services-residents/recreational-facilities/skating-rinks-and-arena,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5149791,-73.6398991
"1050 Chemin de Dunkirk, Mont-Royal",,Mont-Royal,Mount Royal Arena (TMR),https://www.ville.mont-royal.qc.ca/en/services-residents/recreational-facilities/skating-rinks-and-arena,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5149791,-73.6398991
"1050 Chemin de Dunkirk, Mont-Royal, QC",,Montréal,Town of Mount Royal Arena,https://www.ville.mont-royal.qc.ca/en/services-residents/recreational-facilities/skating-rinks-and-arena,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5149791,-73.6398991
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/en/multiglace.html,Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/activites/4-activites-aquatiques.html,Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/activites/4-activites-aquatiques.html,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/activites/4-activites-aquatiques.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/activites/4-activites-aquatiques.html,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/activites/4-activites-aquatiques.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"1050, Nationale Street, Terrebonne, QC",,Terrebonne,Arena de Terrebonne,http://www.complexessportifsterrebonne.com/activites/4-activites-aquatiques.html,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.7107523,-73.6222822
"10500 Avenue de Bois-de-Boulogne. Montréal, QC",,Montréal,Complexe sportif du collège de Bois-de-Boulogne,https://montreal.ca/en/places/pool-complexe-sportif-du-college-de-bois-de-boulogne,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.536392,-73.6740629
"10500 Avenue de Bois-de-Boulogne. Montréal, QC",,Montréal,Complexe sportif du collège de Bois-de-Boulogne,https://montreal.ca/en/places/pool-complexe-sportif-du-college-de-bois-de-boulogne,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.536392,-73.6740629
"10500 Avenue de Bois-de-Boulogne. Montréal, QC",,Montréal,Complexe sportif du collège de Bois-de-Boulogne,https://montreal.ca/en/places/pool-complexe-sportif-du-college-de-bois-de-boulogne,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.536392,-73.6740629
"10500 Avenue de Bois-de-Boulogne. Montréal, QC",,Montréal,Complexe sportif du collège de Bois-de-Boulogne,https://montreal.ca/en/places/pool-complexe-sportif-du-college-de-bois-de-boulogne,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.536392,-73.6740629
"1055 Rue d'Hibernia, Montreal, QC",,Montréal,Arena Saint-Charles,https://montreal.ca/en/places/arena-saint-charles,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.4795223,-73.563435
"1055 Rue d'Hibernia, Montreal, QC",,Montréal,Arena Saint-Charles,https://montreal.ca/en/places/arena-saint-charles,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4795223,-73.563435
"1055 Rue d'Hibernia, Montreal, QC",,Montréal,Piscine Saint-Charles,https://montreal.ca/lieux/piscine-saint-charles,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.4795223,-73.563435
"10560 St Hubert St, Montreal, QC",,Montréal,Arena Ahuntsic,"https://ville.montreal.qc.ca/portal/page?_pageid=7957,92635599&_dad=portal&_schema=PORTAL",Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.5572098,-73.6642379
"1060 Rue Saint-Joseph, Beloeil, QC",,Beloeil,Maison des Jeunes des Quatre Fenetres,https://mdj4f.ca/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.5738663,-73.1987647
"1069 Boul Jean-Baptiste-Rolland O local 100, Saint-Jérôme, QC",,Saint-Jérôme,Mégamaze amusement center,https://megamaze.com/,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,,45.7680137,-74.0161441
"1075 Rue Lionel-Daunais, Boucherville, QC",,Boucherville,Centre Multifonctionnel Francine-Gadbois,http://www.centremulti.qc.ca/fr/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.589789,-73.4279867
"1075 Rue Lionel-Daunais, Boucherville, QC",,Boucherville,Centre Multifonctionnel Francine-Gadbois,http://www.centremulti.qc.ca/fr/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.589789,-73.4279867
"1075 Rue Lionel-Daunais, Boucherville, QC",,Boucherville,Centre Multifonctionnel Francine-Gadbois,http://www.centremulti.qc.ca/fr/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.589789,-73.4279867
"10780 Rue Laverdure, Montreal, QC",,Montréal,Ahuntsic Community Centre,https://www.solidariteahuntsic.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.552488,-73.6719003
"10851 Avenue Saint-Charles, Montréal, QC",,Montréal,Piscine Sophie-Barat,https://montreal.ca/en/places/piscine-sophie-barat,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.561731,-73.6679061
"10851 Avenue Saint-Charles, Montréal, QC",,Montréal,Piscine Sophie-Barat,https://montreal.ca/en/places/piscine-sophie-barat,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.561731,-73.6679061
"109 Rue Saint-Nicolas, Saint-Eustache, QC",,Saint-Eustache,Chevaliers de Colomb St Eustache,https://chevalierscolomb.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5592176,-73.8943778
"1090 Avenue Greene, Westmount, QC",,Westmount,Centre Greene,http://centregreene.org/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.4846099,-73.5853322
"1090 Greene Ave, Westmount",,Westmount,Centre Greene,http://www.centregreene.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4846099,-73.5853322
"1090 Greene Ave, Westmount",,Westmount,Centre Greene,http://www.centregreene.org/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.4846099,-73.5853322
"10935 Avenue Pelletier, Montréal, QC",,Montréal,Centre d'activités communautaires Primeau,https://montreal.ca/en/places/centre-dactivites-communautaires-primeau,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5931993,-73.6341369
"10935 Avenue Pelletier, Montréal, QC",,Montréal,Centre d'activités communautaires Primeau,https://montreal.ca/en/places/centre-dactivites-communautaires-primeau,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,,45.5931993,-73.6341369
"10935 Avenue Pelletier, Montréal, QC",,Montréal,Centre d'activités communautaires Primeau,https://montreal.ca/en/places/centre-dactivites-communautaires-primeau,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.5931993,-73.6341369
"11 695 Montee Sainte Marianne, Mirabel, QC",,Mirabel,Centre NAGO,https://www.nagomirabel.com/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6758507,-73.934282
"11 Avenue Rodney, Pointe-Claire, QC",,Pointe-Claire,West Island Women's Centre,https://wiwc.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4553874,-73.7834837
"110, 7e avenue, Richelieu, Qc",,Richelieu,Centre Communautaire Amédée-Ostiguy,http://ville.richelieu.qc.ca/activites-et-loisirs/centre-communautaire/tarifs/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.4473919,-73.2572043
"110, 7e avenue, Richelieu, Qc",,Richelieu,Maison des jeunes de Richelieu Le BUNKER,https://www.facebook.com/maisondesjeunesrichelieu/,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,,45.4473919,-73.2572043
"1101 Rue Notre-Dame, Saint-Sulpice, QC",,Saint-Sulpice,Maison des Jeunes,https://www.municipalitesaintsulpice.com/bottin-des-organismes-municipaux/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.8268708,-73.3551746
"1101 St Dominique St, Montreal, QC",,Montréal,Centre Communautaire Radisson,https://centreradisson.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5092531,-73.5599527
"111 13e Avenue, Deux-Montagnes",,Deux-Montagnes,Club Lions Deux-Montagnes,https://www.e-clubhouse.org/sites/deuxmontagnesca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5377823,-73.8941612
"111 Boulevard Maple, Chateauguay, QC",,Châteauguay,Polydium Sports Centre,https://www.ville.chateauguay.qc.ca/en/polydium,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.36349,-73.7333951
"111 Boulevard Maple, Chateauguay, QC",,Châteauguay,Polydium Sports Centre,https://www.ville.chateauguay.qc.ca/en/polydium,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.36349,-73.7333951
"111 Rue Martel, Mont-Saint-Hilaire, QC",,Mont-Saint-Hilaire,Club de Curling Bel-Aire,http://www.curlingbelaire.com/,Ice,Curling,Indoor,Public,,,,,,,,,,,,45.5650758,-73.1953632
"1110, Chemin Principal, Saint-Joseph-du-Lac, QC",,Saint-Joseph-du-Lac,Salle municipale,http://www.sjdl.qc.ca/loisirs-et-culture/parcs-et-installations/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.5340492,-74.0075289
"11111 Notre-Dame St E, Montreal-Est, QC",,Montréal,Edouard-Rivet Recreation Centre,http://www.crer.me/,Ice,Single surface,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 Notre-Dame St E, Montreal-Est, QC",,Montréal,Edouard-Rivet Recreation Centre,http://www.crer.me/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 Notre-Dame St E, Montreal-Est, QC",,Montréal,Edouard-Rivet Recreation Centre,http://www.crer.me/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 Notre-Dame St E, Montreal-Est, QC",,Montréal,Edouard-Rivet Recreation Centre,http://www.crer.me/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 Notre-Dame St E, Montreal-Est, QC",,Montréal,Edouard-Rivet Recreation Centre,http://www.crer.me/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Centre récréatif Édouard-Rivet (CRÉR),https://ville.montreal-est.qc.ca/loisirs-et-culture/centre-recreatif-edouard-rivet/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
"11111 rue Notre-Dame Est, Montréal-Est, Qc",,Montréal-Est,Centre récréatif Édouard-Rivet (CRÉR),https://ville.montreal-est.qc.ca/loisirs-et-culture/centre-recreatif-edouard-rivet/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,,45.6287359,-73.5003224
