Source_URL,PR_CPC_ABBR,CMA_Name,CSDName,Facility_Name,address,google_type,google_latitude,google_longitude
https://www.westkelownacity.ca/en/parks-recreation-and-culture/johnson-bentley-aquatic-centre.aspx,BC,Kelowna,West Kelowna,Johnson Bentley Memorial Aquatic Centre,"3737 Old Okanagan Hwy, West Kelowna, BC ",GEOMETRIC_CENTER,49.82660629999999,-119.6227361
https://www.westkelownacity.ca/en/parks-recreation-and-culture/johnson-bentley-aquatic-centre.aspx,BC,Kelowna,West Kelowna,Johnson Bentley Memorial Aquatic Centre,"3737 Old Okanagan Hwy, West Kelowna, BC ",GEOMETRIC_CENTER,49.82660629999999,-119.6227361
https://www.westkelownacity.ca/en/parks-recreation-and-culture/johnson-bentley-aquatic-centre.aspx,BC,Kelowna,West Kelowna,Johnson Bentley Memorial Aquatic Centre,"3737 Old Okanagan Hwy, West Kelowna, BC ",GEOMETRIC_CENTER,49.82660629999999,-119.6227361
https://www.westkelownacity.ca/en/parks-recreation-and-culture/lakeview-heights-community-hall.aspx,BC,Kelowna,West Kelowna,Lakeview Heights Community Hall,"860 Anders Rd, West Kelowna, BC ",ROOFTOP,49.8604115,-119.5492589
https://www.westkelownacity.ca/en/our-community/multi-sport-dome.aspx,BC,Kelowna,West Kelowna,West Kelowna Multi-Sport Dome,"2139 McDougall Rd, West Kelowna, BC ",ROOFTOP,49.8764152,-119.5710446
https://www.westkelownacity.ca/en/our-community/multi-sport-dome.aspx,BC,Kelowna,West Kelowna,West Kelowna Multi-Sport Dome,"2139 McDougall Rd, West Kelowna, BC ",ROOFTOP,49.8764152,-119.5710446
https://www.westkelownacity.ca/en/parks-recreation-and-culture/seniors-centre.aspx,BC,Kelowna,West Kelowna,Westside Senior Citizens Service Association Activity Centre,"3661 Old Okanagan Hwy, West Kelowna, BC ",ROOFTOP,49.8306668,-119.624962
https://www.westkelownacity.ca/en/parks-recreation-and-culture/seniors-centre.aspx,BC,Kelowna,West Kelowna,Westside Senior Citizens Service Association Activity Centre,"3661 Old Okanagan Hwy, West Kelowna, BC ",ROOFTOP,49.8306668,-119.624962
https://www.westkelownacity.ca/en/parks-recreation-and-culture/webber-road-community-centre.aspx,BC,Kelowna,West Kelowna,Webber Road Community Centre,"2829 Inverness Rd, West Kelowna, BC  ",ROOFTOP,49.8308477,-119.6496106
https://www.westkelownacity.ca/en/parks-recreation-and-culture/webber-road-community-centre.aspx,BC,Kelowna,West Kelowna,Webber Road Community Centre,"2829 Inverness Rd, West Kelowna, BC  ",ROOFTOP,49.8308477,-119.6496106
https://www.westkelownacity.ca/en/parks-recreation-and-culture/westbank-lions-community-centre.aspx,BC,Kelowna,West Kelowna,Westbank Lions Community Centre,"2466 Main St, West Kelowna, BC ",ROOFTOP,49.8301862,-119.6291755
https://www.westkelownacity.ca/en/parks-recreation-and-culture/youth-centre.aspx,BC,Kelowna,West Kelowna,Westside Youth Centre,"2466 Main St, West Kelowna, BC ",ROOFTOP,49.8301862,-119.6291755
