Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address
463,Place Maillardville Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1200 CARTIER AVE #1200, COQUITLAM, BC"
464,Poirier Community Centre,Leisure / Community Centres,General,Indoor,Public,,"630 POIRIER ST, COQUITLAM, BC"
466,Glen Pine Pavilion,Leisure / Community Centres,General,Indoor,Public,,"1200 GLEN PINE COURT, COQUITLAM, BC"
468,West Coast Swim School,Aquatics,25m pool with or without other pools,Indoor,Public,,"631 LOUGHEED HWY, COQUITLAM, BC"
469,Dogwood Pavilion,Leisure / Community Centres,General,Indoor,Public,,"1655 WINSLOW AVE, COQUITLAM, BC"
470,Chimo Aquatic and Fitness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,1,633 POIRIER ST
474,Summit Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1450 PARKWAY BLVD, COQUITLAM, BC"
476,Pinetree Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1260 PINETREE WAY, COQUITLAM, BC"
479,Canlan Ice Sports,Ice,2+ surfaces,Indoor,Private,,"5700 LANGLEY BYPASS, LANGLEY CITY, BC"
480,Walnut Grove Community Centre,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"8889 WALNUT GROVE DR, LANGLEY TWP, BC"
484,Aldergrove Kinsmen Community Centre,Leisure / Community Centres,General,Indoor,Public,,"26770 29 AVE, LANGLEY TWP, BC"
485,Aldergrove Credit Union Community Centre,Ice,Single surface,Indoor,Public,,"27032 FRASER HWY, ALDERGROVE, BC"
487,Tilbury Ice,Ice,Single surface,Indoor,Public,,"7187 VANTAGE WAY, DELTA, BC"
488,Delta Thistle Curling Club,Ice,Curling,Indoor,Public,,"11415 84 AVE, DELTA, BC"
489,Great Pacific Forum Planet Ice Delta,Ice,2+ surfaces,Indoor,Public,,"10388 NORDEL CT, DELTA, BC"
490,North Delta Recreation Centre,Ice,2+ surfaces,Indoor,Public,,"11415 84 AVE, DELTA, BC"
494,Sungod Recreation Centre,Ice,Single surface,Indoor,Public,,"7815 112 ST, DELTA, BC"
499,Tunnel Town Curling Club,Ice,Curling,Indoor,Both,,"1720 56 ST, DELTA, BC"
500,Sunshine Hills Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"6748 CARNCROSS CRESCENT, DELTA, BC"
501,Boys & Girls Clubs of South Coast BC,Leisure / Community Centres,Youth,Indoor,Public,,"11339 84 AVE, DELTA, BC"
502,Ladner Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4734 51 ST, DELTA, BC"
504,Ladner Leisure Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"4600 CLARENCE TAYLOR CRESCENT, DELTA, BC"
509,Winskill Aquatic and Fitness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"5575 9 AVE, DELTA, BC"
512,South Delta Recreation Centre,Ice,Single surface,Indoor,Public,,"1720 56 ST, DELTA, BC"
515,McKee Senior's Recreation Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"5155 47 AVE, DELTA, BC"
517,Delbrook Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"851 W QUEENS RD, NORTH VANCOUVER, BC"
523,North Shore Winter Club,Ice,2+ surfaces,Indoor,Private,,"1325 KEITH RD E, NORTH VANCOUVER, BC"
526,Seylynn Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"625 MOUNTAIN HWY, NORTH VANCOUVER, BC"
528,John Braithwaite Community Centre,Leisure / Community Centres,General,Indoor,Public,,"145 W 1ST ST, NORTH VANCOUVER, BC"
533,Harry Jerome Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"123 23RD ST E, NORTH VANCOUVER, BC"
537,Chief Joe Mathias Centre,Leisure / Community Centres,General,Indoor,Public,,"100 LOWER CAPILANO RD, NORTH VANCOUVER, BC"
538,Mickey McDougall Community Recreation Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"240 23RD ST E, NORTH VANCOUVER, BC"
540,Karen Magnussen Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2300 KIRKSTONE RD, NORTH VANCOUVER, BC"
542,Ron Andrews Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"931 LYTTON ST, NORTH VANCOUVER, BC"
545,Lynn Valley Community Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"3590 MOUNTAIN HWY, NORTH VANCOUVER, BC"
546,Parkgate Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"3625 BANFF CT, NORTH VANCOUVER, BC"
549,North Vancouver Tennis Centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,"280 LLOYD AVE, NORTH VANCOUVER, BC"
550,Capilano Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"2500 CAPILANO RD, NORTH VANCOUVER, BC"
551,North Shore Neighbourhood House,Leisure / Community Centres,General,Indoor,Public,,"225 2ND ST E, NORTH VANCOUVER, BC"
553,Tsleil-Waututh Cultural and Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"3010 SLEIL WAUTUTH RD, NORTH VANCOUVER, BC"
555,LVSS at Mollie NYE House,Leisure / Community Centres,General,Indoor,Public,1,"940 LYNN VALLEY RD, NORTH VANCOUVER, BC"
556,Memorial Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"123 EAST 23RD STREET, NORTH VANCOUVER, BC"
558,Golden Ears Winter Club,Ice,Curling,Indoor,Private,,"23580 105 AVE, MAPLE RIDGE, BC"
559,Planet Ice - Maple Ridge,Ice,2+ surfaces,Indoor,Public,,"23588 105 AVE, MAPLE RIDGE, BC"
560,CEED Centre Society,Leisure / Community Centres,General,Indoor,Public,1,"11739 223 ST, MAPLE RIDGE, BC"
561,Greg Moore Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"11925 HANEY PL, MAPLE RIDGE, BC"
562,Maple Ridge Leisure Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"11925 HANEY PL, MAPLE RIDGE, BC"
567,Ruskin Community Hall,Leisure / Community Centres,General,Indoor,Public,1,"28395 96 AVE, MAPLE RIDGE, BC"
568,Thornhill Community Hall,Leisure / Community Centres,General,Indoor,Public,,"26007 98 AVE, MAPLE RIDGE, BC"
569,Maple Ridge Seniors Activity Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"12150 224 ST, MAPLE RIDGE, BC"
570,Queen's Park Arena,Ice,Single surface,Indoor,Private,,"1ST ST &, 3RD AVE, NEW WESTMINSTER, BC"
572,Moody Park Arena,Ice,Single surface,Indoor,Public,,"701 8TH AVE, NEW WESTMINSTER, BC"
573,Canada Games Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"65 E SIXTH AVE, NEW WESTMINSTER, BC"
575,Centennial Community Centre,Leisure / Community Centres,General,Indoor,Public,,"65 E SIXTH AVE, NEW WESTMINSTER, BC"
577,Century House,Leisure / Community Centres,Seniors,Indoor,Public,,"620 8TH ST, NEW WESTMINSTER, BC"
579,Queensborough Community Centre,Leisure / Community Centres,General,Indoor,Public,,"920 EWEN AVE, NEW WESTMINSTER, BC"
581,Royal City Curling Club,Ice,Curling,Indoor,Public,1,"75 6 AVE E, NEW WESTMINSTER, BC"
582,New West Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"620 8TH ST, NEW WESTMINSTER, BC"
584,New Westminster Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"305 ROYAL AVE, NEW WESTMINSTER, BC"
585,Port Coquitlam Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2150 WILSON AVE, PORT COQUITLAM, BC"
590,Hyde Creek Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1379 LAURIER AVE, PORT COQUITLAM, BC"
595,Shuttlesport Badminton Academy,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,"550 SHERLING PL #1120, PORT COQUITLAM, BC"
596,Ice Arena - West Vancouver,Ice,Single surface,Indoor,Public,,"786 22ND ST, WEST VANCOUVER, BC"
597,Hollyburn Country Club,Ice,2+ surfaces,Indoor,Private,,"950 CROSS CREEK ROAD, WEST VANCOUVER, BC"
602,West Vancouver Aquatic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2121 MARINE DR, WEST VANCOUVER, BC"
605,West Vancouver Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2121 MARINE DR, WEST VANCOUVER, BC"
608,Gleneagles Community Centre,Leisure / Community Centres,General,Indoor,Public,,"6262 MARINE DR, WEST VANCOUVER, BC"
611,West Vancouver Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"821 21ST ST, WEST VANCOUVER, BC"
612,Seniors' Activity Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"695 21ST ST, WEST VANCOUVER, BC"
613,Evergreen Squash Club,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,"315 KLAHANIE COURT, WEST VANCOUVER, BC"
615,Port Moody Recreation Complex & Weight Room,Ice,Curling,Indoor,Public,,"300 IOCO RD, PORT MOODY, BC"
620,Glenayre Community Centre,Leisure / Community Centres,General,Indoor,Public,,"492 GLENCOE DR, PORT MOODY, BC"
621,Kyle Centre,Leisure / Community Centres,General,Indoor,Public,,"125 KYLE ST, PORT MOODY, BC"
622,Heritage Mountain Community Centre,Leisure / Community Centres,General,Indoor,Public,,"200 PANORAMA PL, PORT MOODY, BC"
623,Langley Curling Club ,Ice,Curling,Indoor,Private,,"20699 42 AVE, LANGLEY CITY, BC"
624,Langley Figure Skating Club,Ice,Single surface,Indoor,Private,,"20699 42 AVE, LANGLEY CITY, BC"
625,Langley Sportsplex,Ice,Single surface,Indoor,Public,1,"20165 91A AVE #100, LANGLEY CITY, BC"
627,National Hockey Training Centre,Ice,Single surface,Indoor,Public,1,"20740 MUFFORD CRESCENT #110, LANGLEY CITY, BC"
628,Douglas Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"20550 DOUGLAS CRESCENT, LANGLEY CITY, BC"
629,Willowbrook Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"20338 65 AVE, LANGLEY CITY, BC"
630,Willoughby Community Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"7888 200 ST, LANGLEY CITY, BC"
631,W.C. Blair Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"22200 FRASER HWY, LANGLEY CITY, BC"
634,Timms Community Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"20399 DOUGLAS CRESCENT, LANGLEY CITY, BC"
636,George Preston Recreation Centre,Ice,Single surface,Indoor,Public,,"20699 42 AVE, LANGLEY CITY, BC"
637,Langley Senior Resources Society,Leisure / Community Centres,Seniors,Indoor,Public,,"20605 51B AVE, LANGLEY CITY, BC"
638,Langley Tennis Centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,1,"7888 200 ST, LANGLEY CITY, BC"
639,Peace Arch Curling Club,Ice,Curling,Indoor,Public,1,"1475 ANDERSON ST, WHITE ROCK, BC"
640,White Rock South Surrey Skating Club,Ice,Single surface,Indoor,Public,1,"1544 FOSTER ST, WHITE ROCK, BC"
641,Centennial Arena,Ice,Single surface,Indoor,Public,,"14600 NORTH BLUFF RD, WHITE ROCK, BC"
643,White Rock Community Centre,Leisure / Community Centres,General,Indoor,Public,,"15154 RUSSELL AVE, WHITE ROCK, BC"
644,Kent Street Activity Centre,Leisure / Community Centres,General,Indoor,Public,,"1475 KENT ST, WHITE ROCK, BC"
645,Horst and Emmy Werner Centre for Active Living,Leisure / Community Centres,General,Indoor,Public,,"1475 ANDERSON ST, WHITE ROCK, BC"
646,ThirdSpace,Leisure / Community Centres,General,Indoor,Public,1,"1381 GEORGE ST #1, WHITE ROCK, BC"
647,Pitt Meadows Arena Complex,Ice,2+ surfaces,Indoor,Public,1,"11435 BONSON RD, PITT MEADOWS, BC"
648,South Bonson Community Centre,Leisure / Community Centres,General,Indoor,Public,,"10932 BARNSTON VIEW RD, PITT MEADOWS, BC"
649,Pitt Meadows Family Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"12027 HARRIS RD, PITT MEADOWS, BC"
652,Bowen Island Community Recreation,Leisure / Community Centres,General,Indoor,Public,1,"1041 MT GARDNER RD, BOWEN ISLAND, BC"
654,Cedar Hill Recreation Centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,"3220 CEDAR HILL ROAD, VICTORIA, BC"
658,G.R. Pearkes Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"3100 TILLICUM ROAD, VICTORIA, BC"
663,Gordon Head Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"4100 LAMBRICK PARK WAY, VICTORIA, BC"
667,Saanich Commonwealth Place,Aquatics,25m pool with or without other pools,Indoor,Public,,"4636 ELK LAKE DRIVE, VICTORIA, BC"
672,Saanich Skating Club,Ice,Single surface,Indoor,Public,1,"3100 TILLICUM RD, VICTORIA, BC"
673,Saanich Neighbourhood Place,Leisure / Community Centres,General,Indoor,Public,1,"3100 TILLICUM RD, VICTORIA, BC"
674,Royal Oak Neighbourhood House,Leisure / Community Centres,General,Indoor,Public,1,"4525 W SAANICH RD, VICTORIA, BC"
675,Braefoot Community Association,Leisure / Community Centres,Youth,Indoor,Public,,"1359 MCKENZIE AVE, VICTORIA, BC"
676,Rogers Society,Leisure / Community Centres,General,Indoor,Public,,"765 ROGERS AVE, VICTORIA, BC"
678,Victoria Swim Lab,Aquatics,25m pool with or without other pools,Indoor,Private,,"1655 ASH RD, VICTORIA, BC"
679,Royal Oak Women's Institute Hall,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1,"4516 W SAANICH RD, VICTORIA, BC"
680,Saanich Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,,"4301 VIEWMONT AVE, VICTORIA, BC"
681,Cordova Bay Community Club,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"941 SUTCLIFFE RD, VICTORIA, BC"
684,Saanich Silver Threads Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"286 HAMPTON ROAD, VICTORIA, BC"
686,Cordova Bay 55 Plus,Leisure / Community Centres,Seniors,Indoor,Public,,"#1-5238 CORDOVA BAY ROAD, VICTORIA, BC"
688,Goward House,Leisure / Community Centres,General,Indoor,Public,,"2495 ARBUTUS ROAD, VICTORIA B.C"
689,Les Passmore Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"286 HAMPTON ROAD, VICTORIA B.C"
691,Save-On-Foods Memorial Centre,Ice,Single surface,Indoor,Public,1,"1925 BLANSHARD ST, VICTORIA, BC"
693,Crystal Pool & Fitness Centre,Aquatics,50m+ pool with or without other pools,Indoor,Public,,"2275 QUADRA ST, VICTORIA, BC"
696,Fernwood Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1240 GLADSTONE AVE, VICTORIA, BC"
698,Garry Oak Room,Leisure / Community Centres,General,Indoor,Public,1,"1341 THURLOW RD, VICTORIA, BC"
699,Quadra Village Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"901 KINGS RD, VICTORIA, BC"
701,Victoria West Community Centre,Leisure / Community Centres,General,Indoor,Public,,"521 CRAIGFLOWER RD, VICTORIA, BC"
703,James Bay Community School Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"140 OSWEGO ST, VICTORIA, BC"
704,Fairfield Gonzales Community Association,Leisure / Community Centres,General,Indoor,Public,,"1330 FAIRFIELD ROAD, VICTORIA, BC"
707,James Bay New Horizons Society,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"234 MENZIES ST, VICTORIA, BC"
708,Cook Street Village Activity Centre,Leisure / Community Centres,General,Indoor,Public,1,"380 COOK ST #1, VICTORIA, BC"
710,Burnside Gorge Community Centre,Leisure / Community Centres,General,Indoor,Public,,"471 CECELIA RD, VICTORIA, BC"
712,Oaklands Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2827 BELMONT AVE #1, VICTORIA, BC"
713,Boys & Girls Club of Greater Victoria,Leisure / Community Centres,Youth,Indoor,Public,,"301- 1195 ESQUIMALT RD, VICTORIA, BC"
714,Wurtele Arena,Ice,Single surface,Indoor,Public,,"737 ADMIRALS RD, VICTORIA, BC"
715,McKinnon Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"3800 FINNERTY RD, VICTORIA, BC"
716,Victoria Athletic Club,Aquatics,25m pool with or without other pools,Indoor,Private,,"463 BELLEVILLE ST, VICTORIA, BC"
720,Vancouver Island YMCA/YWCA (Victoria Downtown),Aquatics,25m pool with or without other pools,Indoor,Public,1,"851 BROUGHTON ST, VICTORIA, BC"
722,Community Living Victoria,Leisure / Community Centres,General,Indoor,Public,1,"3861 CEDAR HILL CROSS RD, VICTORIA, BC"
724,Four Corners Community Collective,Leisure / Community Centres,General,Indoor,Private,,"1508 HAULTAIN ST, VICTORIA, BC"
725,Cool Aid/Downtown Community Centre,Leisure / Community Centres,General,Indoor,Public,,"755 PANDORA AVE, VICTORIA, BC"
727,Victoria Curling Club,Ice,Curling,Indoor,Public,1,"1952 QUADRA ST, VICTORIA, BC"
728,Victoria Native Friendship Centre,Leisure / Community Centres,General,Indoor,Public,,"231 REGINA AVE, VICTORIA, BC"
729,Ian Stewart Complex,Ice,Single surface,Indoor,Public,,"3964 GORDON HEAD RD, VICTORIA, BC"
734,"Centre for Athletics, Recreation and Special Abilities",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"MCKENZIE AVE & GABRIOLA ROAD, VICTORIA, BC"
738,Beacon Community Services,Leisure / Community Centres,General,Indoor,Public,,"2723 QUADRA STREET, VICTORIA, BC"
739,Philippine Bayanihan Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1709 BLANSHARD ST, VICTORIA, BC"
741,Victoria Silver Threads Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2340 RICHMOND ROAD, VICTORIA, BC"
743,Inter-Cultural Association of Greater Victoria,Leisure / Community Centres,General,Indoor,Public,,"930 BALMORAL ROAD, VICTORIA BC"
744,Our Place Society,Leisure / Community Centres,General,Indoor,Public,1,"919 PANDORA AVENUE, VICTORIA, BC"
745,Queer IslandZ Community Centre ,Leisure / Community Centres,General,Indoor,Public,1,"3 FAN TAN ALLEY, VICTORIA, BC"
746,Prospect Lake Community Hall,Leisure / Community Centres,General,Indoor,Public,,"5358 SPARTON RD, VICTORIA, BC"
747,City Centre Park,Physical Recreation & Sports,Sport fields,Both,Public,,"1089 LANGFORD PKWY, VICTORIA, BC"
751,Vancouver Island YMCA/YWCA (Langford Westhills),Aquatics,25m pool with or without other pools,Indoor,Public,1,"1319 WESTHILLS DR, VICTORIA, BC"
754,North Langford Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"1997 COUNTRY CLUB WAY, VICTORIA, BC"
758,Centennial Centre,Leisure / Community Centres,General,Indoor,Public,,"2805 CARLOW RD, VICTORIA, BC"
760,Oak Bay Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1975 BEE ST, VICTORIA, BC"
766,Henderson Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"2291 CEDAR HILL CROSS RD, VICTORIA, BC"
769,Monterey Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"1442 MONTEREY AVENUE, VICTORIA BC,"
771,Oak Bay Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,,"2506 BOWKER AVE, VICTORIA, BC"
772,Windsor Pavilion,Leisure / Community Centres,General,Indoor,Public,,"2451 WINDSOR ROAD, VICTORIA, BC"
773,Neighbourhood Learning Centre,Leisure / Community Centres,General,Indoor,Public,,"2121 CADBORO BAY ROAD, VICTORIA, BC"
776,Esquimalt Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"527 FRASER ST, VICTORIA, BC"
781,Esquimalt Teen Centre,Leisure / Community Centres,Youth,Indoor,Public,,"528 FRASER STREET, ESQUIMALT, BC"
782,Archie Browning Sports Centre,Ice,Single surface,Indoor,Public,,"1151 ESQUIMALT RD, VICTORIA, BC"
786,Silver Bow Studio,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,,"15-1182 COLVILLE RD, VICTORIA, BC"
787,Naden Athletic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1200 WOODWAY RD, VICTORIA, BC"
793,Esquimalt Neighbourhood House Society,Leisure / Community Centres,General,Indoor,Public,,"511 CONSTANCE AVE, VICTORIA, BC"
794,Esquimalt Military Family Resource Centre,Leisure / Community Centres,General,Indoor,Public,1,"2610 ROSEBANK RD, VICTORIA, BC"
795,Westshore 55+ Recreation Centre,Leisure / Community Centres,Seniors,Indoor,Public,1,"1767 ISLAND HWY, BUILDING 3, VICTORIA, BC"
796,Juan de Fuca Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1767 ISLAND HWY, VICTORIA, BC"
