CMANAME,CSDNAME,Facility name,URL,Full Address,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Street Type,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Notes/Comments,Address Notes/Comments
,Montréal,Centre d'activités du Collège de Rosemont,https://montreal.ca/en/places/centre-dactivites-du-college-de-rosemont,"6100 9e Avenue, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,"3535 Boulevard Rosemont, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,"3535 Boulevard Rosemont, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,"3535 Boulevard Rosemont, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités du Collège Jean-Eudes,https://montreal.ca/en/places/centre-dactivites-du-college-jean-eudes,"3535 Boulevard Rosemont, Montréal, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Montréal,Centre de loisirs de Montréal-Nord,https://montreal.ca/en/places/centre-de-loisirs-de-montreal-nord,"11121, avenue Salk, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Épic,https://www.centreepic.org/,"5055 Rue Saint-Zotique Est, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Épic,https://www.centreepic.org/,"5055 Rue Saint-Zotique Est, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Épic,https://www.centreepic.org/,"5055 Rue Saint-Zotique Est, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Épic,https://www.centreepic.org/,"5055 Rue Saint-Zotique Est, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Épic,https://www.centreepic.org/,"5055 Rue Saint-Zotique Est, Montréal, QC",Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,,,,,,,,,,
,Montréal,Centre Épic,https://www.centreepic.org/,"5055 Rue Saint-Zotique Est, Montréal, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Montréal,Centre sportif de la Confédération,https://montreal.ca/en/places/centre-sportif-de-la-confederation,"5330 Avenue de Kensington, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre sportif de la Confédération,https://montreal.ca/en/places/centre-sportif-de-la-confederation,"5330 Avenue de Kensington, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre sportif Trenholme,https://montreal.ca/en/places/centre-sportif-trenholme,"6800 Rue Sherbrooke Ouest, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre sportif Trenholme,https://montreal.ca/en/places/centre-sportif-trenholme,"6800 Rue Sherbrooke Ouest, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Chalet du Parc Saint-Édouard,https://montreal.ca/en/places/chalet-du-parc-saint-edouard,"6789 Rue Saint-André, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Imani Community Centre- ICC Montreal,https://yellow.place/en/imani-community-centre-icc-montreal-montreal-qc-canada,"550 Ave Richmond, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Collège Sainte-Anne Sports Complex,https://montreal.ca/en/places/pool-college-sainte-anne-sports-complex,"50 12e Avenue, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Collège Sainte-Anne Sports Complex,https://montreal.ca/en/places/pool-college-sainte-anne-sports-complex,"50 12e Avenue, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Al-Madinah Center,http://almadinah-center.org/,"1260 Mackay St, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Association Musulmane Du Canada,https://www.pagesjaunes.ca/bus/Quebec/Montreal/Association-Musulmane-Du-Canada/3646132.html,"12265, boulevard Laurentien, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Cégep du Vieux Montréal,https://montreal.ca/en/places/pool-cegep-du-vieux-montreal,"255 Rue Ontario Est, Montréal, QC",Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Cégep du Vieux Montréal,https://montreal.ca/en/places/pool-cegep-du-vieux-montreal,"255 Rue Ontario Est, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Cégep du Vieux Montréal,https://montreal.ca/en/places/pool-cegep-du-vieux-montreal,"255 Rue Ontario Est, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Cégep du Vieux Montréal,https://montreal.ca/en/places/pool-cegep-du-vieux-montreal,"255 Rue Ontario Est, Montréal, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Montréal,Cégep du Vieux Montréal,https://montreal.ca/en/places/pool-cegep-du-vieux-montreal,"255 Rue Ontario Est, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Alphonse-Desjardins,https://montreal.ca/en/places/centre-alphonse-desjardins,"6755 36e Avenue, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Albert-Gariépy,https://montreal.ca/en/places/centre-communautaire-albert-gariepy,"800 Rue Sherbrooke, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Chénier,https://montreal.ca/en/places/centre-communautaire-chenier,"8330 Avenue Chénier, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Chénier,https://montreal.ca/en/places/centre-communautaire-chenier,"8330 Avenue Chénier, Montreal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Chénier,https://montreal.ca/en/places/centre-communautaire-chenier,"8330 Avenue Chénier, Montreal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,"12125 Rue Notre-Dame Est, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,"12125 Rue Notre-Dame Est, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,"12125 Rue Notre-Dame Est, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Roussin,https://montreal.ca/en/places/centre-communautaire-roussin,"12125 Rue Notre-Dame Est, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Sainte-Maria-Goretti,https://montreal.ca/en/places/centre-communautaire-sainte-maria-goretti,"15912 Rue Notre-Dame Est, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire Saint-Pierre,https://montreal.ca/en/places/centre-communautaire-saint-pierre,"69 Avenue Saint-Pierre, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Communautaire Tyndale,https://www.tyndalestgeorges.com/,"753 Rue des Seigneurs, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre culturel Calixa-Lavallée,https://montreal.ca/en/places/centre-culturel-calixa-lavallee,"3819 Avenue Calixa-Lavallée, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités Alphonse-Desjardins,https://montreal.ca/en/places/centre-dactivites-alphonse-desjardins,"6755 36e Avenue, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités Alphonse-Desjardins,https://montreal.ca/en/places/centre-dactivites-alphonse-desjardins,"6755 36e Avenue, Montréal, QC",Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités Alphonse-Desjardins,https://montreal.ca/en/places/centre-dactivites-alphonse-desjardins,"6755 36e Avenue, Montréal, QC",Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités communautaires Le Carignan,https://montreal.ca/en/places/centre-dactivites-communautaires-le-carignan,"11479 Avenue P.-M.-Favier, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Roger-Rousseau,https://montreal.ca/en/places/centre-roger-rousseau,"7501 Avenue Rondeau, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités communautaires Primeau,https://montreal.ca/en/places/centre-dactivites-communautaires-primeau,"10935 Avenue Pelletier, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités communautaires Primeau,https://montreal.ca/en/places/centre-dactivites-communautaires-primeau,"10935 Avenue Pelletier, Montréal, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Montréal,Centre d'activités communautaires Primeau,https://montreal.ca/en/places/centre-dactivites-communautaires-primeau,"10935 Avenue Pelletier, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Centre sportif Jean-Rougeau,https://montreal.ca/en/places/centre-sportif-jean-rougeau,"8000 Rue de Normanville, Montréal",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,"750 Boulevard Jacques-Bizard, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,"750 Boulevard Jacques-Bizard, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,"750 Boulevard Jacques-Bizard, Montréal, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,"750 Boulevard Jacques-Bizard, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Complexe sportif Saint-Raphaël,https://montreal.ca/en/places/complexe-sportif-saint-raphael,"750 Boulevard Jacques-Bizard, Montréal, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Montréal,Hellenic Community Centre,https://hcgm.org/,"5777 Av Wilderton, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Piscine communautaire Notre-Dame-de-Grâce,https://montreal.ca/en/places/piscine-communautaire-notre-dame-de-grace,"3770 Boulevard Décarie, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Piscine Édouard-Montpetit,https://montreal.ca/en/places/piscine-edouard-montpetit,"6100 Avenue Pierre-De Coubertin, Montréal",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Piscine Henri-Bourassa,https://montreal.ca/en/places/piscine-henri-bourassa,"12005 Avenue Laurier, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Piscine Rosemont,https://montreal.ca/en/places/piscine-rosemont,"6101, 8e Avenue, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Piscine Sophie-Barat,https://montreal.ca/en/places/piscine-sophie-barat,"10851 Avenue Saint-Charles, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Piscine Sophie-Barat,https://montreal.ca/en/places/piscine-sophie-barat,"10851 Avenue Saint-Charles, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Salle polyvalente Curé-Piché,https://montreal.ca/en/places/salle-polyvalente-cure-piche,"170 15e Avenue, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,South Asia Women's Community Center,https://www.sawcc-ccfsa.ca/EN/,"1035 Rue Rachel E, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Stade de soccer de Montréal,https://montreal.ca/en/places/stade-de-soccer-de-montreal,"9235 Avenue Papineau, Montréal, QC",Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,
,Montréal,Parc René-Goupil,https://montreal.ca/en/places/parc-rene-goupil,"8670 25e Avenue, Montréal, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Montréal,Centre D'amusement Kazoom Café,http://kazoomcafe.com/,"2169 Boulevard Marcel-Laurin Suite 160, Saint-Laurent, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Bouge Petit,http://www.bougepetit.com/,"6546 Avenue Papineau, Montréal, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Gymanou,https://www.facebook.com/gymanou/,"5800 Cavendish Blvd, Côte Saint-Luc, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Fun Zone,https://www.facebook.com/pages/category/Playground/Funzone-Lasalle-709594522516335/,"7812 Champlain Blvd, Lasalle, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Kidzillafun,http://kidzillafun.ca/,"7955 Newman Blvd, Lasalle, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Funtropolis Centre D'amusement,http://www.funtropolis.ca/,"3925 Boulevard Curé-Labelle, Fabreville, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Café Bébé Lala,http://cafebebelala.com/,"1214 Mont-Royal Ave E, Montreal, QC",Physical Recreation & Sports,Playgrounds ,Indoor,Public,,,,,,,,,,,
,Montréal,Café Bébé Lala,http://cafebebelala.com/,"1214 Mont-Royal Ave E, Montreal, QC",Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Communautaire Radisson,https://centreradisson.com/,"1101 St Dominique St, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Carrefour communautaire Rosemont Entre-Gens,http://www.petitecote.org/,"5675 Rue Lafond, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Carrefour communautaire Rosemont Entre-Gens,http://www.petitecote.org/,"5675 Rue Lafond, Montréal, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Montréal,Corporation de développement communautaire Centre-Sud,http://www.cdccentresud.org/,"2187 Rue Larivière, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre éducatif et communautaire René-Goupil,http://cecrg.info/,"4105 47e Rue, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre communautaire la Patience,https://www.arrondissement.com/montreal/centrecommunautairelapatiencecclp,"9227 Boulevard Saint-Michel, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Récréatif Communautaire St Donat,http://www.crcstdonat.org/,"6547 Rue de Marseille, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Récréatif Communautaire St Donat,http://www.crcstdonat.org/,"6547 Rue de Marseille, Montréal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,CRCS St-Zotique,http://crcsstzotique.ca/,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Projet Changement,http://www.projetchangement.com/,"4450 St Hubert St, Montreal, QC",Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,
,Montréal,Projet Changement,http://www.projetchangement.com/,"4450 St Hubert St, Montreal, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Montréal,Le Chez-Nous de Mercier-Est,http://www.lecheznous.org/,"7958 Rue Hochelaga, Montréal qc",Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Communautaires Rendez-vous 50+,http://ccrv50.org/,"4121 42e Rue, Montréal, QC",Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Communautaire Cefedi,http://www.cefedi.ca/,"8723 10e Avenue, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre Communautaire Le Mainbourg,http://mainbourg.org/centre-communautaire/,"14115 Rue Prince-Arthur, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Centre des femmes solidaires et engagées,https://cfse.ca/en/home/,"1586 Rue Fleury E, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Lorne Centre,https://www.facebook.com/pages/Lorne-Center-Centre-Lorne/245735049451800,"2390 Rue Ryde, Montréal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Cultural and Community House in Montreal North,https://www.accesculture.com/emplacement/maisonculturelleetcommunautairedemontrealnord,"12004 Boulevard Rolland, Montréal-Nord, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,La Maison Buissonnière - Mile-End,http://maisonbuissonniere.org/,"5377-A Park Ave, Montreal, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Halte Femmes Montreal Nord,https://haltefemmes.org/,"6532 Boulevard Léger, Montréal-Nord",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Montréal,Ministry of Cricket & Other Homeless Sports,https://www.ministryofcricket.ca/,"1301 Rue Mazurette, Montréal, QC",Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,
,Montréal,Soccer 5 Montreal,http://www.soccer5mtl.com/,"5061 Rue Fullum, Montréal, QC",Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,
,Montréal,Montreal Friendly Soccer League,http://www.soccermontreal.org/,"2727 Rue Saint-Patrick Suite 105, Montréal, QC",Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,
,Montréal,Soccerplexe Catalogna,http://www.soccerplexecatalogna.com/,"775 1re Ave, Lachine, QC",Physical Recreation & Sports,Sport fields,Both,Public,,,,,,,,,,,
,Montréal,Soccerplexe Catalogna,http://www.soccerplexecatalogna.com/,"775 1re Ave, Lachine, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Arena Chomeday,https://arenaguide.ca/city/laval-chomedey/,"1160 Boulevard Pie-X, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Cartier,https://www.laval.ca/lieux/Pages/Fr/arena-cartier.aspx,"100 Montee Major, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Complexe Sportif Guimond,http://www.csguimond.ca/en/complex/,"4355 Nord Laval A-440 O, Laval, QC",Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,
,Laval,Complexe Sportif Guimond,http://www.csguimond.ca/en/complex/,"4355 Nord Laval A-440 O, Laval, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Laval,Complexe Sportif Guimond,http://www.csguimond.ca/en/complex/,"4355 Nord Laval A-440 O, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Centre Sportif Josee-Faucher,https://www.laval.ca/lieux/Pages/Fr/piscine-du-centre-sportif-josee-faucher.aspx,"125A Boul des Prairies, Laval, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Laval,Piscine Vanier,https://www.laval.ca/lieux/Pages/Fr/piscine-vanier.aspx,"3995 Boulevard Levesque E, Laval, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Laval,Piscine Vanier,https://www.laval.ca/lieux/Pages/Fr/piscine-vanier.aspx,"3995 Boulevard Levesque E, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Piscine Honore-Mercier,https://www.laval.ca/lieux/Pages/Fr/piscine-honore-mercier.aspx,"2465 Rue Honore Mercier, Laval, QC",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,,
,Laval,Piscine Honore-Mercier,https://www.laval.ca/lieux/Pages/Fr/piscine-honore-mercier.aspx,"2465 Rue Honore Mercier, Laval, QC",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,,
,Laval,Patinoire du Centre de la Nature,https://www.laval.ca/centredelanature/Pages/FR/horaires-tarifs.aspx#location,"901 Avenue du Parc, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Mike-Bossy,https://www.laval.ca/lieux/Pages/Fr/arena-mike-bossy.aspx,"163 Boulevard Sainte-Rose E, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Martin-St-Louis,https://www.laval.ca/lieux/Pages/Fr/arena-martin-st-louis.aspx,"655 Rue Sylvie, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Lucerne ,https://www.laval.ca/lieux/Pages/Fr/arena-lucerne.aspx,"1750 Rue Neuville, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Richard Trottier,https://www.laval.ca/lieux/Pages/Fr/arena-richard-trottier.aspx,"3155 Rue Esther, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Hartland Monahan,https://www.laval.ca/lieux/Pages/Fr/arena-hartland-monahan.aspx,"6200 Boulevard Arthur-Sauve, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Arena Yvon-Chartrand,https://www.laval.ca/lieux/Pages/Fr/arena-yvon-chartrand.aspx,"4100 Boulevard de la Concorde E, Laval, QC",Ice,Single surface,Indoor,Public,,,,,,,,,,,
,Laval,Place Bell,https://placebell.ca/fr,"1950 Rue Claude-Gagne, Laval, QC",Ice,2+ surfaces,Indoor,Public,,,,,,,,,,,
,Laval,Place Bell,https://placebell.ca/fr,"1950 Rue Claude-Gagne, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Club de Curling Laval-sur-le-Lac,https://www.laval.ca/lieux/Pages/Fr/club-de-curling-laval-sur-le-lac.aspx,"10 Rue les Pins, Laval, QC",Ice,Curling,Indoor,Private,,,,,,,,,,,
,Laval,Association des Residents de Champfleury (ARC),https://champfleury.qc.ca/,"2585 Boulevard des Oiseaux, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Association des Residents de Champfleury (ARC),https://champfleury.qc.ca/,"2585 Boulevard des Oiseaux, Laval, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Laval,Association des Residents de Champfleury (ARC),https://champfleury.qc.ca/,"2585 Boulevard des Oiseaux, Laval, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Laval,Association des Residents de Champfleury (ARC),https://champfleury.qc.ca/,"2585 Boulevard des Oiseaux, Laval, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,"6600 Avenue 29, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,"6600 Avenue 29, Laval, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,"6600 Avenue 29, Laval, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Laval,Service des Loisirs Laval-Ouest,http://loisirslavalouest.org/,"6600 Avenue 29, Laval, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,"1000 Boulevard de l'Avenir, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,"1000 Boulevard de l'Avenir, Laval, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,"1000 Boulevard de l'Avenir, Laval, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Laval,Campu de jour Letendre,https://www.espacesloisirs.ca/,"1000 Boulevard de l'Avenir, Laval, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,"387 Boulevard des Prairies, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,"387 Boulevard des Prairies, Laval, QC",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,
,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,"387 Boulevard des Prairies, Laval, QC",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,
,Laval,Loisirs Bon-Pasteur ,http://www.loisirsbonpasteur.com/,"387 Boulevard des Prairies, Laval, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Laval,Loisirs Chomeday,https://www.loisirschomedey.com/,"3781 Boulevard Levesque O, Laval, QC",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
,Laval,Loisirs Chomeday,https://www.loisirschomedey.com/,"3781 Boulevard Levesque O, Laval, QC",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,
,Laval,Centre Communautaire St-Louis-de-Montfort,https://renaudcoursol.com/,"25 Rue St-Louis, Laval, QC ",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,
