Facility_ID,Facility_Name,STC Standard Civic Address
7076,Aréna Claude-Mongrain,"975, RUE CLAUDE-MONGRAIN, TROIS-RIVIERES, QC"
7077,Aréna Jean-Guy-Talbot,"245, RUE DE GRANDMONT, TROIS-RIVIERES, QC"
7078,Aréna Jérôme-Cotnoir,"5225, RUE DE COURCELETTE, TROIS-RIVIERES, QC"
7079,Colisée de Trois-Rivières,"1740, AVENUE GILLES-VILLENEUVE, TROIS-RIVIERES, QC"
7080,Complexe sportif Alphonse-Desjardins,"260, RUE DESSUREAULT, TROIS-RIVIERES, QC"
7086,Piscine du Cégep de Trois-Rivières,"3175 BOUL. LAVIOLETTE, TROIS-RIVIERES, QC"
7087,De l'Envolée,"420, RUE DU MENUISIER, TROIS-RIVIERES, QC"
7088,Monseigneur-Comtois,"655, RUE PINTAL, TROIS-RIVIERES, QC"
7089,Sainte-Bernadette,"730, RUE GUILBERT, TROIS-RIVIERES, QC"
7091,Sainte-Madeleine,"445, BOULEVARD SAINTE-MADELEINE, TROIS-RIVIERES, QC"
7092,Saint-Eugène,"15, RUE THUNEY, TROIS-RIVIERES, QC"
7093,Beau-Soleil,"101, RUE ELISABETH-GUAY, TROIS-RIVIERES, QC"
7095,Cardinal-Roy,"4100, BOULEVARD DES FORGES, TROIS-RIVIERES, QC"
7097,Curé-Chamberland,"3005, RUE ARTHUR-GUIMONT, TROIS-RIVIERES, QC"
7098,Jacques-Buteux,"555, RUE MAURICE-L.-DUPLESSIS, TROIS-RIVIERES, QC"
7100,Le P'tit Bonheur,"7625, RUE LAMY, TROIS-RIVIERES, QC"
7102,PEI - Pavillon de La Terrière,"1305, RUE DE LA TERRIERE, TROIS-RIVIERES, QC"
7103,Sainte-Thérèse,"1405, 11E RUE, TROIS-RIVIERES, QC"
7104,Saint-Paul,"946, RUE SAINT-PAUL, TROIS-RIVIERES, QC"
7105,Saint-Philippe,"481, RUE BUREAU, TROIS-RIVIERES, QC"
7106,Saint-Pie-X,"720, BOULEVARD DES RECOLLETS, TROIS-RIVIERES, QC"
7108,Bois-Joli,"3685, RUE DE LA ROCHELLE, TROIS-RIVIERES, QC"
7110,Les Terrasses,"4675, COTE ROSEMONT, TROIS-RIVIERES, QC"
7112,Notre-Dame-du-Rosaire,"7660, RUE NOTRE-DAME OUEST, TROIS-RIVIERES, QC"
7114,Richelieu,"5405, RUE DE COURCELETTE, TROIS-RIVIERES, QC"
7115,Saint-Dominique,"484, COTE RICHELIEU, TROIS-RIVIERES, QC"
7116,Centre communautaire Des Ormeaux,"300, RUE CHAPLEAU, TROIS-RIVIERES, QC"
7117,Centre communautaire de loisirs Jean-Noël Trudel,"55, RUE MERCIER, TROIS-RIVIERES, QC"
7118,Pavillon communautaire des Seigneurs,"10 555, CHEMIN SAINTE-MARGUERITE, TROIS-RIVIERES, QC"
7119,Complexe de La Franciade,"100, RUE DE LA MAIRIE, TROIS-RIVIERES, QC"
7120,Centre Félix-Leclerc,"1001, RANG SAINT-MALO, TROIS-RIVIERES, QC"
7121,Local Notre-Dame-de-la-Rive,"3560, RUE NOTRE-DAME EST, TROIS-RIVIERES, QC"
7122,Centre Alexandre-Soucy,"1800, RUE SAINT-PAUL, TROIS-RIVIERES, QC"
7123,Centre Landry,"1954, RUE SAINT-FRANCOIS-D'ASSISE, TROIS-RIVIERES, QC"
7124,Centre Loisir Multi-Plus,"3730, RUE JACQUES-DE LABADIE, TROIS-RIVIERES, QC"
7128,Parc de l'Île Saint-Quentin,"100, CHEMIN DE L'ILE SAINT-QUENTIN, TROIS-RIVIERES, QC"
7129,Pavillon Gagnon,"1375, RUE DE LA TERRIERE, TROIS-RIVIERES, QC"
7130,Pavillon Goneau,"2000, AVENUE DES COOPERANTS, TROIS-RIVIERES, QC"
7131,Pavillon Lemire,"840, RUE SAINT-PAUL, TROIS-RIVIERES, QC"
7132,Pavillon St-Arnaud,"2900, RUE MONSEIGNEUR-SAINT-ARNAUD, TROIS-RIVIERES, QC"
7133,Pavillon Saint-Michel,"10 215, BOULEVARD DES FORGES, TROIS-RIVIERES, QC"
7134,Pavillon Yvan-Leclerc,"820, RUE HERTEL, TROIS-RIVIERES, QC"
7135,Terrain de l'Exposition,"1740, AVENUE GILLES-VILLENEUVE, TROIS-RIVIERES, QC"
7136,Pavillon La Tanière,"6470, RUE QUIRION, TROIS-RIVIERES, QC"
7138,Pavillon Maurice-Pitre,"6455, RUE NOTRE-DAME OUEST, TROIS-RIVIERES, QC"
7139,Centre Communautaire-Ormeaux,"300 RUE CHAPLEAU, TROIS-RIVIERES, QC"
7140,Fondation communautaire du Saint-Maurice,"90 RUE DES CASERNES, TROIS-RIVIERES, QC"
7141,Aréna Roland-Rheault,"1275, AVENUE NICOLAS-PERROT, BECANCOUR, QC"
7143,Centre communautaire Saint-Laurent,"10995, CHEMIN DU SAINT-LAURENT, BECANCOUR, QC"
7145,Centre culturel Larochelle,"4000, BOULEVARD DE PORT-ROYAL, BECANCOUR, QC"
7147,"Piscine du Faubourg, Mont-Bénilde","1325, AVENUE DES PENSEES, BECANCOUR, QC"
7148,Gymnase Beauséjour,"18000, RUE BELIVEAU, BECANCOUR, QC"
7149,Gymnase Terre-des-Jeunes,"8260, RUE CARTIER, BECANCOUR, QC"
7151,Patinoire couverte,"17905, RUE GARCEAU, BECANCOUR, QC"
7152,Salle de la Caserne,"12255, BOULEVARD BECANCOUR, BECANCOUR, QC"
7154,Salle Maurice-Richard,"1200, AVENUE DES IRIS, BECANCOUR, QC"
7156,Salle Nicolas-Perrot,"2980, AVENUE NICOLAS-PERROT, BECANCOUR, QC"
7157,Salle de Villers,"6295, RUE DES PINS, BECANCOUR, QC"
7159,Salle Yvon-Guimond,"1500, AVENUE DES GALAXIES, BECANCOUR, QC"
7161,Salle Lise Blanchette,"2030, AVENUE DES GALAXIES, BECANCOUR, QC"
7163,Église multifonctionnelle de Bécancour,"3025, AVENUE NICOLAS-PERROT, BECANCOUR, QC"
7164,Salle municipale de Saint-Maurice,"2431, RANG SAINT-JEAN, SAINT-MAURICE, QC"
7165,Salle du conseil,"2431, RANG SAINT-JEAN, SAINT-MAURICE, QC"
7166,Salle des chevaliers,"2431, RANG SAINT-JEAN, SAINT-MAURICE, QC"
7167,Chalet des loisirs de Saint-Maurice,"1885, RUE NOTRE-DAME, SAINT-MAURICE, QC"
7168,Centre des Jeunes de Saint-Maurice,"1885 RUE NOTRE-DAME, SAINT-MAURICE, QC"
7169,Canada Games Centre,"26 THOMAS RADDALL DRIVE, HALIFAX, NS"
7175,Captain William Spry Community Centre ,"16 SUSSEX ST, HALIFAX, NS"
7180,Chocolate Lake Community Centre,"1014 PURCELLS COVE ROAD, HALIFAX, NS"
7184,George Dixon Community Centre,"2502 BRUNSWICK STREET, HALIFAX, NS"
7186,Halifax Forum,"2901 WINDSOR STREET, HALIFAX, NS"
7188,Isleville Centre,"3460 ISLEVILLE ST, HALIFAX, NS"
7189,Larry O'Connell Field,"6691 FOURTH ST, HALIFAX, NS"
7190,Needham Community Centre,"3372 DEVONSHIRE AVE, HALIFAX, NS"
7193,Halifax Pavilion ,"5816 COGSWELL ST, HALIFAX, NS"
7195,Spryfield Lions Rink,"111 DRYSDALE ROAD, HALIFAX, NS"
7197,St.Andrews Community Centre,"7071 BAYERS RD, HALIFAX, NS"
7200,Dartmouth North Community Centre ,"105 HIGHFIELD PARK DRIVE, DARTMOUTH, NS"
7201,Zatzman Sportsplex,"110 WYSE RD, DARTMOUTH, NS"
7209,East Dartmouth Community Centre,"50 CALEDONIA RD, DARTMOUTH, NS"
7214,Findlay Community Centre,"26 ELLIOT STREET, DARTMOUTH, NS"
7217,North Woodside Community Centre,"230 PLEASANT STREET, DARTMOUTH, NS"
7219,Oakwood House ,"20 BOATHOUSE LANE, DARTMOUTH, NS"
7220,South Woodside Community Centre,"5 EVERETTE STREET DARTMOUTH, NS"
7222,Tallahassee Recreation Centre,"168 REDOUBT WAY, EASTERN PASSAGE, NS"
7224,Cole Harbour Recreation Centre ,"1216 COLE HARBOUR ROAD, COLE HARBOUR, NS"
7225,North Preston Community Centre,"44 SIMMONDS RD, NORTH PRESTON, NS"
7228,Lakeside Community Centre,"1492 ST. MARGARET S BAY ROAD, LAKESIDE, NS"
7232,Hubbards Recreation Centre,"9856 ST. MARGARETS BAY ROAD, QUEENSLAND, NS"
7233,Bedford Hammonds Plains Community Centre,"202 INNOVATION DRIVE, BEDFORD, NS"
7236,Gordon R. Snow Community Centre,"1359 FALL RIVER ROAD, FALL RIVER, NS"
7239,LeBrun Recreation Centre,"36 HOLLAND AVE, BEDFORD, NS"
7242,Acadia Centre ,"636 SACKVILLE DRIVE, LOWER SACKVILLE, NS"
7243,Sackville Sports Stadium,"409 GLENDALE DRIVE, LOWER SACKVILLE, NS"
7250,Musquodoboit Valley Recreation Office,"12046 HWY 224, MIDDLE MUSQUODOBOIT, NS"
7252,Sheet Harbour Recreation Office ,"22756 HIGHWAY 7, SHEET HARBOUR, NS"
7255,St. Margaret's Bay Centre ,"12 WESTWOOD BLVD. UPPER TANTALLON, NS"
7259,Kinsmen Park ,"71 FIRST LAKE DRIVE, LOWER SACKVILLE, NS"
7260,Gerald B. Gray Arena,"10 MONIQUE AVE, DARTMOUTH, NS"
7261,Findlay Community Centre Park,"26 ELLIOT ST, DARTMOUTH, NS"
7263,North Preston Community Centre ,"44 SIMMONDS RD, NORTH PRESTON, NS"
7265,RBC Centre,"259 COMMODORE DRIVE, DARTMOUTH, NS"
7267,Cole Harbour Place,"51 FOREST HILLS PKWY, DARTMOUTH, NS"
7271,East Preston Recreation Place,"24 BROOKS DR, EAST PRESTON, NS"
7273,Ste. Therese Community Centre,"17 CONROD RD, HEAD OF CHEZZETCOOK, NS"
7274,Lake Echo Community Centre,"3168A HWY 7, LAKE ECHO , NS"
7276,St. Margaret's Centre,"12 WESTWOOD BLVD, UPPER TANTALLON, NS"
7279,Prospect Road Community Centre,"2141 PROSPECT RD, HATCHET LAKE, NS"
7281,Harrietsfield Williamswood Community Centre,"1138 OLD SAMBRO RD, HARRIETSFIELD, NS"
7282,Beaver Bank Kinsac Community Centre,"1583 BEAVER BANK ROAD, BEAVER BANK, NS"
7284,Sackville Heights Community Centre,"45 CONNOLLY ROAD, SACKVILLE, NS"
7286,Springfield Lake Recreation Centre,"266 LAKEVIEW AVENUE, MIDDLE SACKVILLE, NS"
7287,Weir Field & Recreation Center,"2476 SACKVILLE DR, UPPER SACKVILLE, NS"
7288,Meagher's Grant Community Hall,"4413 HWY 357 MEAGHERS GRANT, NS"
7289,Eastern Shore Community Centre,"67 PARK ROAD, MUSQUDOBOIT HARBOUR, NS"
7291,Lake and Shore Community Centre,"40 INSPIRATION DRIVE, PORTERS LAKE, NS"
7293,Musquodoboit Harbour Recreation Centre and Library,"7900 HIGHWAY 7, MUSQUODOBOIT HARBOUR, NS"
7294,Porters Lake Community Centre,"4396 HIGHWAY 7 PORTERS LAKE, HALIFAX, N"
7295,Balcom Center,"25718 NOVA SCOTIA TRUNK 7, PORT DUFFERIN, NS"
7296,Avenir Centre,"150 CANADA ST., MONCTON, NB"
7298,Moncton Coliseum Complex,"377 KILLAM DR., MONCTON, NB"
7300,Superior Propane Centre,"55 RUSS HOWARD DR., MONCTON, NB"
7301,Crossman Community Centre / Kay Arena,"99 WYNWOOD DR., MONCTON, NB"
7305,Resurgo Place,"20 MOUNTAIN RD., MONCTON, NB"
7306,Free Meeting House,"20 MOUNTAIN RD., MONCTON, NB"
7307,Thomas Williams House,"103 PARK ST., MONCTON, NB"
7308,Centennial Rotary Lodge,"125 ROTARY LODGE LN., MONCTON, NB"
7309,Mapleton Rotary Pavilion,"610 MAPLETON RD., MONCTON, NB"
7310,Dud James Sports Complex,"70 LIMERICK ST., MONCTON, NB"
7312,Moncton Lions Community Centre,"473 ST. GEORGE STREET, MONCTON, NB"
7313,Moncton Sports Dome,"125 RUSS HOWARD, MONCTON, NB,"
7314,Tennis Moncton,"40 CENTENNIAL PARK RD, MONCTON, NB"
7315,Youth Quest Central,"199 ST GEORGE ST, MONCTON, NB"
7316,Peace Centre ,"SUITE C380, 22 CHURCH ST, MONCTON, NB"
7317,St. Patrick's Family Centre,"34 PROVIDENCE ST, MONCTON, NB"
7319,Club d'age d'or Notre Dame de Grace,"5 KEILLOR ST, MONCTON, NB"
7320,Moncton YMCA,"30 WAR VETERANS AVENUE, MONCTON, NB"
7325,Arthur-J.-LeBlanc Centre,"432, CHEMIN MELANSON, DIEPPE, NB"
7326,Centenaire Arena,"489 NOTRE DAME ST, DIEPPE, NB"
7327,Aquatic and Sports Centre,"111 AQUATIQUE STREET, DIEPPE, NB"
7329,Maison de Jeunes de Dieppe,"505 RUE CHAMPLAIN, DIEPPE, NB"
7330,Dieppe Boys and Girls Club,"76 EMMANUEL ST, DIEPPE, NB"
7331,Club d'age d'or de Dieppe,"445 ACADIA AVE, DIEPPE, NB"
7332,Coverdale Centre,"50 RUNNEYMEADE ROAD, RIVERVIEW, NB"
7333,Riverview Boys and Girls Club ,"50 RUNNEYMEADE ROAD, RIVERVIEW, NB"
7334,Riverview Community Hall,"145A LAKESIDE DRIVE, RIVERVIEW, NB"
7335,Fundy Chocolate River Station,"391 COVERDALE ROAD, RIVERVIEW, NB"
7336,Riverview Youth Centre,"145 LAKESIDE DRIVE, RIVERVIEW, NB"
7337,Riverview Town Hall,"30 HONOUR HOUSE CT, RIVERVIEW, NB"
7338,Byron Dobson Memorial Arena,"90 BIGGS DRIVE, RIVERVIEW, NB"
7339,Pat Crossman Memorial Aquatic Centre,"400 WHITEPINE ROAD, RIVERVIEW, NB"
7340,Riverview Indoor Skatepark,"145 LAKESIDE DRIVE, RIVERVIEW, NB"
7341,Bridgedale Community Centre,"50 VERNON AVE, RIVERVIEW, NB"
7342,Kinsmen Centre,"145 LAKESIDE DR, RIVERVIEW, NB"
7343,Lions Club Centre,"701 COVERDALE RD, RIVERVIEW, NB"
7344,Eugène (Gene) LeBlanc Arena,"450 CENTRALE STREET, MEMRAMCOOK, NB"
7345,Foyer Saint-Thomas de la Vallée de Memramcook ,"100, RUE NOTRE-DAME, MEMRAMCOOK NB"
7346,Hillsborough Arena,"32 MILL ST, HILLSBOROUGH, NB"
7347,Thistle - St. Andrews Curling Club,"49 DUFFERIN AVENUE, SAINT JOHN, NB"
7349,Carleton Curling Club,"115 RODNEY STREET?, SAINT JOHN, NB"
7351,Harbour Station,"99 STATION STREET, SAINT JOHN, NB"
7352,Lord Beaverbrook Rink,"536 MAIN STREET, SAINT JOHN, NB"
7354,Peter Murray Arena,"711 DEVER ROAD, WEST, SAINT JOHN, NB"
7355,Charles Gorman Arena,"80 UNIVERSITY AVENUE, NORTH, SAINT JOHN, NB"
7356,Hilton Belyea Arena,"390 LOWELL ST, SAINT JOHN, NB"
7357,Stewart Hurley Arena,"1500 HICKEY RD, SAINT JOHN, NB"
7361,Carleton Community Centre,"120 MARKET PL, SAINT JOHN, NB"
7363,Forest Glen YMCA Community Centre,"651 WESTMORLAND ROAD, SAINT JOHN, NB"
7364,Millidgeville Community Centre YMCA,"99 DANIEL AVENUE, SAINT JOHN , NB"
7366,Nick Nicolle Centre,"85 DURHAM ST, SAINT JOHN, NB"
7368,Denis Morris Community Centre,"330 GREEN HEAD RD, SAINT JOHN, NB"
7369,Somerset Community Centre,"ROPE WALK RD, SAINT JOHN, NB"
7370,Milford Memorial Community Centre,"248 MILFORD RD, SAINT JOHN, NB"
7371,Loch Lomond Community Centre,"185 LOCH LOMOND RD, SAINT JOHN, NB"
7372,South End Community Centre,"210 WENTWORTH ST, SAINT JOHN, NB"
7373,KBM Outing Association,"2452 WESTFIELD RD, SAINT JOHN, NB"
7374,Greek Community Centre,"140 UNION ST, SAINT JOHN, NB"
7375,Centre Communautaire Samuel-de-Champlain,"67, CHE?MIN ?RAGGE?D POINT, SAINT JOHN, NB"
7376,Lorneville Community & Recreation Association,"1141 LORNEVILLE RD, SAINT JOHN, NB"
7377,G. Forbes Elliot Athletics Centre,"100 TUCKER PARK RD, SAINT JOHN, NB"
7380,Seniors’ Resource Centre,"39 KING STREET, SAINT JOHN, NB"
7381,CVRC - Crescent Valley Resource Centre,"130 MACLAREN BLVD, SAINT JOHN, NB"
7382,Kennebecasis Baptist Church,"383 HAMPTON RD, QUISPAMSIS, NB"
7383,Quispamsis Memorial Arena,"350 HAMPTON ROAD, QUISPAMSIS, NB"
7384,Qplex,"20 RANDY JONES WAY, QUISPAMSIS, NB"
7386,Qplex Moosehead Conference Centre,"20 RANDY JONES WAY, QUISPAMSIS, NB"
7387,Quispamsis Civic Centre,"12 CIVIC DRIVE, QUISPAMSIS, NB"
7388,Meenan’s Cove Beach House,"199 MODEL FARM RD, QUISPAMSIS, NB"
7389,Wells Recreation Building,"75 FRENCH VILLAGE ROAD, ROTHESAY, NB"
7390,Bradley Lake Community Center,"254 BRADLEY LAKE RD, ROTHESAY, NB"
7391,Rothesay Arena,"70 HAMPTON ROAD, ROTHESAY, NB"
7393,Bill McGuire Centre,"70 HAMPTON ROAD, THESAY, NB"
7394,Kennebecasis Valley Community Caring for Children,"95 JAMES RENFORTH DRIVE, ROTHESAY, NB"
7395,Grand Bay-Westfield Community Centrum,"609 RIVER VALLEY DR, GRAND BAY-WESTFIELD, NB"
7396,River Valley Lions Community Center,"319 HIGHLAND RD, GRAND BAY-WESTFIELD, NB"
7397,Brundage Point River Centre,"4 FERRY RD, GRAND BAY-WESTFIELD, NB"
7398,River Valley Community Center,"749 RIVER VALLEY DR, GRAND BAY-WESTFIELD, NB"
7401,River Valley Middle School,"33 EPWORTH PARK RD, GRAND BAY-WESTFIELD, NB"
7403,Inglewood Elementary School,"10 SCHOOL ST, GRAND BAY-WESTFIELD, NB"
7404,Grand Bay Elementary School,"92 WOOLASTOOK DR, GRAND BAY-WESTFIELD, NB"
7405,Human Performance Centre,"3636 WESTFIELD RD SUITE C, SAINT JOHN, NB"
7406,Hampton Community Centre ,"808 MAIN ST, HAMPTON, NB"
7408,Hampton High School,"34 ELIZABETH AVE, HAMPTON, NB"
7410,Lighthouse River Centre,"1075 MAIN ST, HAMPTON, NB"
7411,Hampton Curling Club,"48 CEMETERY RD, HAMPTON, NB"
7412,Hampton Seniors Resource Centre,"31 DEMILLE CT, HAMPTON, NB"
7413,Paul Reynolds Community Centre,"35 CARRICK DR, ST. JOHN'S, NL"
7417,H.G.R. Mews Community Centre ,"40 MUNDY POND RD, ST. JOHN'S, NL"
7421,Rotary Sunshine Park Chalet,"THORBURN ROAD, ST. JOHN'S, NL"
7422,Shea Heights Community Centre,"130 LINEGAR AVENUE, ST. JOHN'S, NL"
7423,Kilbride Lions Community Centre,"34 FAHEY ST, ST. JOHN'S, NL"
7424,Southlands Community Centre,"40 TEAKWOOD DR, ST. JOHN'S, NL"
7425,Kenmount Terrace Community Centre,"85 MESSENGER DRIVE, ST. JOHN'S, NL"
7427,Yetman's Arena,"45 BONAVENTURE AVE, ST. JOHN'S, NL"
7428,Prince of Wales Arena,"138 PENNYWELL RD, ST. JOHN'S, NL"
7429,Twin Rinks,"17 ANTHONY AVE, ST. JOHN'S, NL"
7430,Mile One Centre,"50 NEW GOWER ST, ST. JOHN'S, NL"
7432,Feildian Gardens,"244 B PENNYWELL RD, ST. JOHN'S, NL"
7433,North Point Sports,"42 O'LEARY AVE, ST. JOHN'S, NL"
7434,Goulds Arena,"507 MAIN RD, ST. JOHN'S, NL"
7435,St Bon's Forum,"14 BONAVENTURE AVE, ST. JOHN'S, NL"
7436,Capital Hyundai Arena,"138 PENNYWELL RD, ST. JOHN'S, NL"
7437,St. John's Curling Club,"135 MAYOR AVE, ST. JOHN'S, NL"
7439,Bally Haly Country Club,"100 LOGY BAY RD, ST. JOHN'S, NL"
7440,The Works ,"17 WESTERLAND RD, ST. JOHN'S, NL"
7446,YMCA of Newfoundland and Labrador,"35 RIDGE RD, ST. JOHN'S, NL"
7452,Chalker Place Community Centre,"47 CHALKER PL, ST. JOHN'S, NL"
7453,MacMorran Community Centre,"10 BROTHER MCSHEFFREY LN, ST. JOHN'S, NL"
7457,Virginia Park Community Centre,"51 HARDING RD, ST. JOHN'S, NL"
7458,Froude Av Community Centre,"89 FROUDE AV, ST. JOHN'S, NL"
7459,Rabbittown Community Centre,"26 GRAVES ST, ST. JOHN'S, NL"
7460,PowerPlex / Sports Centre,"90 CROSBIE RD, ST. JOHN'S, NL"
7461,MAX Arts Athletics Wellness,"34 NEW COVE RD, ST. JOHN'S, NL"
7463,Buckmasters Circle Community Centre,"129 BUCKMASTERS CIRCLE, ST. JOHN'S, NL"
7464,The Little Gym of St. John's,"286 TORBAY RD, ST. JOHN'S, NL"
7465,Green Belt Tennis Club,"114 NEWTOWN RD, ST. JOHN'S, NL"
7466,Glendenning Golf Course,"120 GABRIEL ROAD, ST. JOHN'S, NL"
7467,Airport Heights Community Centre,"108 MCNIVEN PL, ST. JOHN'S, NL"
7468,Conception Bay South Recreation Complex,"13 REMEMBRANCE SQUARE, CONCEPTION BAY SOUTH, NL"
7471,Conception Bay South Arena,"13 GRAHAM MIFFLEN DRIVE, CONCEPTION BAY SOUTH, NL"
7474,Robert French Memorial Stadium,"70 LEGION RD, CONCEPTION BAY SOUTH, NL"
7476,Mount Pearl Summit Centre,"126 SMALLWOOD DR, MOUNT PEARL, NL"
7482,Gloria Pearson Community Centre,"25 HOLDEN ST, MOUNT PEARL, NL"
7483,Park Place Community Centre,"61 PARK AVE, MOUNT PEARL, NL"
7484,Glacier Arena,"45 OLYMPIC DR, MOUNT PEARL, NL"
7486,Mount Pearl Tennis Club,"8 FIRST ST, MOUNT PEARL, NL"
7487,Team Gushue Softball Building,"28 ARENA ROAD, MOUNT PEARL, NL"
7488,Paradise Double Ice Complex,"68 MCNAMARA ROAD, PARADISE, NL"
7491,Rotary Paradise Youth and Community Centre,"1 SARAH DAVIS WAY, PARADISE, NL"
7493,Peter Barry Duff Memorial Park,"272 TOPSAIL POND RD, PARADISE, NL"
7494,Dianne Whalen Soccer Complex,"89 MCNAMARA ROAD, PARADISE, NL"
7495,St. Thomas Community Centre,"2 NEARY ROAD, PARADISE, NL"
7498,Upper Three Corner Pond Park Multi Purpose Complex,"547 BAULINE LINE, TORBAY, NL"
7499,Justina Centre,"108 OUTER CV RD, OUTER COVE, NL"
7500,Kelly Park,"54 HOYLES AVE, OUTER COVE, NL"
7501,Pouch Cover Lions Club,"200 SATELLITE RD, POUCH COVE, NL"
7502,Flatrock Community Centre,"WINDGAP RD, FLATROCK, NL"
7503,Bauline Community Centre,"1306 NL-21, POUCH COVE, NL"
7504,Portugal Cove-St. Philip’s Recreation Centre,"1119 THORBURN ROAD, PORTUGAL COVE-ST. PHILIP'S, NL"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
